sent_id,text,tokens,doc_id,doc_group,author,title
407-5104,ἄνευ δὲ τούτων οὐκ ἦν φίλους εἶναι·,ἄνευ δὲ τούτων οὐκ ἦν φίλους εἶναι ·,407,Aristotle,Aristotle,Nicomachean Ethics
1196-6413,εἶτα ἡ δύναμις ἀτονεῖ.,εἶτα ἡ δύναμις ἀτονεῖ .,1196,Aristotle,Aristotle,Problems
435-4856,"οἱ μὲν γὰρ χρήματα λαβόντες ταῦτα ἔπραξαν,","οἱ μὲν γὰρ χρήματα λαβόντες ταῦτα ἔπραξαν ,",435,Aristotle,Aristotle,Rhetoric
1835-2737,"εἰ γὰρ τὸ μὲν Α τινὶ τῶν Γ μὴ ὑπάρχει, τὸ δὲ Β τινὶ ὑπάρχει, οὐδετέρα καθόλου τῶν προτάσεων.","εἰ γὰρ τὸ μὲν Α τινὶ τῶν Γ μὴ ὑπάρχει , τὸ δὲ Β τινὶ ὑπάρχει , οὐδετέρα καθόλου τῶν προτάσεων .",1835,Aristotle,Aristotle,Prior Analytics
1154-2624,"τὰ δὲ καλούμενα ὁλσθούρια καὶ οἱ πνεύμονες,","τὰ δὲ καλούμενα ὁλσθούρια καὶ οἱ πνεύμονες ,",1154,Aristotle,Aristotle,Parts of Animals
1154-2364,τούτων δʼ ἐστὶ καὶ ὁ ἄνθρωπος·,τούτων δʼ ἐστὶ καὶ ὁ ἄνθρωπος ·,1154,Aristotle,Aristotle,Parts of Animals
1196-7298,συμβαίνει δὲ τοὐναντίον·,συμβαίνει δὲ τοὐναντίον ·,1196,Aristotle,Aristotle,Problems
1447-1413,οἱ μὲν γὰρ μακρὰν οἱ δὲ πλατεῖαν.,οἱ μὲν γὰρ μακρὰν οἱ δὲ πλατεῖαν .,1447,Aristotle,Aristotle,History of Animals
1447-3251,προσπέφυκε δὲ νεανικῶς κατὰ τὸ μέσον.,προσπέφυκε δὲ νεανικῶς κατὰ τὸ μέσον .,1447,Aristotle,Aristotle,History of Animals
351-1,"ἐπαινετὰ μέν ἐστι τὰ καλά, ψεκτὰ δὲ τὰ αἰσχρά.","ἐπαινετὰ μέν ἐστι τὰ καλά , ψεκτὰ δὲ τὰ αἰσχρά .",351,Aristotle,Aristotle,On Virtues and Vices
555-402,"τῆς γὰρ αὐτῆς ἐστι κτήσεως χρῆσις, ἀλλʼ οὐ κατὰ ταὐτόν,","τῆς γὰρ αὐτῆς ἐστι κτήσεως χρῆσις , ἀλλʼ οὐ κατὰ ταὐτόν ,",555,Aristotle,Aristotle,Politics
1154-1937,"τοῦ δʼ ἀναπνεῖν ὁ πλεύμων ὄργανόν ἐστι,","τοῦ δʼ ἀναπνεῖν ὁ πλεύμων ὄργανόν ἐστι ,",1154,Aristotle,Aristotle,Parts of Animals
435-1022,καὶ τῷ ἐκ τῶν χρόνων καὶ τῶν καιρῶν·,καὶ τῷ ἐκ τῶν χρόνων καὶ τῶν καιρῶν ·,435,Aristotle,Aristotle,Rhetoric
1360-739,"τὸ γλυκὺ δὲ τοῦ μέλανος πλεῖον ἔτι τῷ εἴδει διαφέρει ἢ τὸ λευκόν,","τὸ γλυκὺ δὲ τοῦ μέλανος πλεῖον ἔτι τῷ εἴδει διαφέρει ἢ τὸ λευκόν ,",1360,Aristotle,Aristotle,On Sense and Sensible Objects
974-1797,·,·,974,Aristotle,Aristotle,Physics
920-82,"εἰ δʼ ἡ κάταω,","εἰ δʼ ἡ κάταω ,",920,Aristotle,Aristotle,On the Heavens
972-1602,τοῦτο δ᾿ εὐλόγως συμβέβηκεν·,τοῦτο δ᾿ εὐλόγως συμβέβηκεν ·,972,Aristotle,Aristotle,On Coming-to-Be and Passing-Away
407-5048,οὕτω δὲ καὶ ποιεῖν φαίνονται·,οὕτω δὲ καὶ ποιεῖν φαίνονται ·,407,Aristotle,Aristotle,Nicomachean Ethics
1835-2422,τὸ Α τινὶ τῷ Β οὐχ ὑπάρξει·,τὸ Α τινὶ τῷ Β οὐχ ὑπάρξει ·,1835,Aristotle,Aristotle,Prior Analytics
1447-1649,"οἱ γὰρ ἰχθύες, ὥσπερ εἴρηται πρότερον, οἱ πλεῖστοι οὐκ ἔχουσιν, ἀλλ εὐθὺς πρὸς τὸ στόμα συνάπτει ἡ κοιλία,","οἱ γὰρ ἰχθύες , ὥσπερ εἴρηται πρότερον , οἱ πλεῖστοι οὐκ ἔχουσιν , ἀλλ εὐθὺς πρὸς τὸ στόμα συνάπτει ἡ κοιλία ,",1447,Aristotle,Aristotle,History of Animals
1837-15,"τὸ δὲ παρὸν ὅτε πάρεστιν, οἷον τοδὶ τὸ λευκὸν ὅτε.","τὸ δὲ παρὸν ὅτε πάρεστιν , οἷον τοδὶ τὸ λευκὸν ὅτε .",1837,Aristotle,Aristotle,On Memory and Recollection
435-4695,τὰ ἴδια ἢ σεαυτῷ ἢ ἐκείνῳ προσόντα,τὰ ἴδια ἢ σεαυτῷ ἢ ἐκείνῳ προσόντα,435,Aristotle,Aristotle,Rhetoric
1447-9219,"Τίκτει μὲν οὖν ᾠὰ δύο ἢ τρία τὸ πλεῖστον,","Τίκτει μὲν οὖν ᾠὰ δύο ἢ τρία τὸ πλεῖστον ,",1447,Aristotle,Aristotle,History of Animals
1099-448,"αἱ μὲν ἐν ὕδατι ὑγραί,","αἱ μὲν ἐν ὕδατι ὑγραί ,",1099,Aristotle,Aristotle,On Respiration
1315-411,ἐπιδίδομεν δὲ πρὸς ἀκολασίαν μᾶλλον ἢ πρὸς κοσμιότητα·,ἐπιδίδομεν δὲ πρὸς ἀκολασίαν μᾶλλον ἢ πρὸς κοσμιότητα ·,1315,Aristotle,Aristotle,Magna Moralia
972-1184,οἷον πυρὶ καὶ ὕδατι τὸ μὲν γὰρ ξηρὸν καὶ θερμόν,οἷον πυρὶ καὶ ὕδατι τὸ μὲν γὰρ ξηρὸν καὶ θερμόν,972,Aristotle,Aristotle,On Coming-to-Be and Passing-Away
1835-2827,ἀλλὰ παντὶ ὑπῆρχεν.,ἀλλὰ παντὶ ὑπῆρχεν .,1835,Aristotle,Aristotle,Prior Analytics
176-100,καθεύδοντα δὲ τὸν πάντα χρόνον,καθεύδοντα δὲ τὸν πάντα χρόνον,176,Aristotle,Aristotle,Eudemian Ethics
1447-9177,"εἰσι,","εἰσι ,",1447,Aristotle,Aristotle,History of Animals
1284-33,"Ὅσα δ αὐτῶν ἐστὶ πορευτικά, πρόσκειται καὶ μόρια τὰ πρὸς ταύτην τὴν ὑπηρεσίαν,","Ὅσα δ αὐτῶν ἐστὶ πορευτικά , πρόσκειται καὶ μόρια τὰ πρὸς ταύτην τὴν ὑπηρεσίαν ,",1284,Aristotle,Aristotle,On Youth and Old Age. On Life and Death
1447-977,Ἔτι δὲ τὰ πλεῖστα κέρκον ἔχει·,Ἔτι δὲ τὰ πλεῖστα κέρκον ἔχει ·,1447,Aristotle,Aristotle,History of Animals
1687-69,"Διὸ ἡ ἐλάττων φλὸξ κατακάεται ὑπὸ τῆς πολλῆς κατὰ συμβεβηκός,","Διὸ ἡ ἐλάττων φλὸξ κατακάεται ὑπὸ τῆς πολλῆς κατὰ συμβεβηκός ,",1687,Aristotle,Aristotle,On Lenght and Shortness of Life
1205-237,"ὁ δὲ θάνατος φθορά τις καὶ ἐναντίον ζωῇ,","ὁ δὲ θάνατος φθορά τις καὶ ἐναντίον ζωῇ ,",1205,Aristotle,Aristotle,On sophistical refutations
1196-7174,"διὰ γὰρ τοῦτο καὶ μικροκέφαλον,","διὰ γὰρ τοῦτο καὶ μικροκέφαλον ,",1196,Aristotle,Aristotle,Problems
1778-2432,"ἀπορήσειε δ ἄν τις περὶ τῆς αὐξήσεως τῶν ᾠῶν, τίνα τρόπον ἐκ τῆς ὑστέρας συμβαίνει.","ἀπορήσειε δ ἄν τις περὶ τῆς αὐξήσεως τῶν ᾠῶν , τίνα τρόπον ἐκ τῆς ὑστέρας συμβαίνει .",1778,Aristotle,Aristotle,Generation of Animals
1196-7694,ὁ δὲ λυγμὸς τοῦ περὶ τὸν πνεύμονα κατάψυξις καὶ ἀπεψία πνεύματος καὶ ὑγροῦ,ὁ δὲ λυγμὸς τοῦ περὶ τὸν πνεύμονα κατάψυξις καὶ ἀπεψία πνεύματος καὶ ὑγροῦ,1196,Aristotle,Aristotle,Problems
176-2555,"αἴτιον δʼ ὅτι ἡμῖν μὲν τὸ εὖ καθʼ ἕτερον,","αἴτιον δʼ ὅτι ἡμῖν μὲν τὸ εὖ καθʼ ἕτερον ,",176,Aristotle,Aristotle,Eudemian Ethics
176-585,"αὐτὰ δʼ αὑτὰ οὐ μεταβάλλει ἀναιρουμένου θατέρου ὑπὸ θατέρου, ἂν μὴ τῷ τὴν ὑπόθεσιν ἀνελεῖν καὶ διʼ ἐκείνης δεῖξαι.","αὐτὰ δʼ αὑτὰ οὐ μεταβάλλει ἀναιρουμένου θατέρου ὑπὸ θατέρου , ἂν μὴ τῷ τὴν ὑπόθεσιν ἀνελεῖν καὶ διʼ ἐκείνης δεῖξαι .",176,Aristotle,Aristotle,Eudemian Ethics
555-626,"πῶς δὲ δεῖ διελεῖν, οὐδὲν διώρισται.","πῶς δὲ δεῖ διελεῖν , οὐδὲν διώρισται .",555,Aristotle,Aristotle,Politics
1447-7427,"φάττα, περιστερά, οἰνάς, τρυγών","φάττα , περιστερά , οἰνάς , τρυγών",1447,Aristotle,Aristotle,History of Animals
1196-713,"ἢ ὅτι τὸ θερμὸν οὐ βαδίζει ἔξω διὰ τὴν τοῦ ψυχροῦ περίστασιν κωλύεται γὰρ ὑπὸ τούτου ἀλλ ἐντὸς κατειλούμενον καὶ μένον διαλύει τὰ ἐν ἡμῖν ὑγρά, καὶ ἱδρῶτα ποιεῖ ἐξ αὐτῶν.","ἢ ὅτι τὸ θερμὸν οὐ βαδίζει ἔξω διὰ τὴν τοῦ ψυχροῦ περίστασιν κωλύεται γὰρ ὑπὸ τούτου ἀλλ ἐντὸς κατειλούμενον καὶ μένον διαλύει τὰ ἐν ἡμῖν ὑγρά , καὶ ἱδρῶτα ποιεῖ ἐξ αὐτῶν .",1196,Aristotle,Aristotle,Problems
974-3594,"εἰλήφθω γὰρ ὁ χρόνος ἐν ᾧ κινεῖται ἐφʼ ᾧ Α, καὶ ἡ κίνησις ἐφʼ ᾧ.","εἰλήφθω γὰρ ὁ χρόνος ἐν ᾧ κινεῖται ἐφʼ ᾧ Α , καὶ ἡ κίνησις ἐφʼ ᾧ .",974,Aristotle,Aristotle,Physics
21-1080,"ἐξ ὧν τὰ σύνθετα σώματα συνέστηκε, τούτων θερμότητες μὲν καὶ ψυχρότητες καὶ τὰ τοιαῦτα πάθη, οὐκ οὐσίαι","ἐξ ὧν τὰ σύνθετα σώματα συνέστηκε , τούτων θερμότητες μὲν καὶ ψυχρότητες καὶ τὰ τοιαῦτα πάθη , οὐκ οὐσίαι",21,Aristotle,Aristotle,Metaphysics
407-3906,"ἀνάγκη γὰρ τοῦτον μὴ εἶναι μεταμελητικόν, ὥστʼ ἀνίατος·","ἀνάγκη γὰρ τοῦτον μὴ εἶναι μεταμελητικόν , ὥστʼ ἀνίατος ·",407,Aristotle,Aristotle,Nicomachean Ethics
1266-528,"ὁτὲ δὲ καὶ ἄνευ ψόφου τοιούτων ὀφθέντων νεφῶν χάλαζα γίγνεται πολλὴ καὶ τὸ μέγεθος ἄπιστος,","ὁτὲ δὲ καὶ ἄνευ ψόφου τοιούτων ὀφθέντων νεφῶν χάλαζα γίγνεται πολλὴ καὶ τὸ μέγεθος ἄπιστος ,",1266,Aristotle,Aristotle,Meteorologica
1778-2250,τῶν ἰχθύων οἱ ᾠοτοκοῦντες,τῶν ἰχθύων οἱ ᾠοτοκοῦντες,1778,Aristotle,Aristotle,Generation of Animals
1196-5346,"τὸ μὲν οὖν ὕδωρ διὰ τὴν ψυχρότητα σβεννύει τὴν ζέσιν,","τὸ μὲν οὖν ὕδωρ διὰ τὴν ψυχρότητα σβεννύει τὴν ζέσιν ,",1196,Aristotle,Aristotle,Problems
407-5979,"οὐ χρὴ δὲ κατὰ τοὺς παραινοῦντας ἀνθρώπινα φρονεῖν ἄνθρωπον ὄντα οὐδὲ θνητὰ τὸν θνητόν, ἀλλʼ ἐφʼ ὅσον ἐνδέχεται ἀθανατίζειν καὶ πάντα ποιεῖν πρὸς τὸ ζῆν κατὰ τὸ κράτιστον τῶν ἐν αὑτῷ·","οὐ χρὴ δὲ κατὰ τοὺς παραινοῦντας ἀνθρώπινα φρονεῖν ἄνθρωπον ὄντα οὐδὲ θνητὰ τὸν θνητόν , ἀλλʼ ἐφʼ ὅσον ἐνδέχεται ἀθανατίζειν καὶ πάντα ποιεῖν πρὸς τὸ ζῆν κατὰ τὸ κράτιστον τῶν ἐν αὑτῷ ·",407,Aristotle,Aristotle,Nicomachean Ethics
1543-245,οὐ μέντοι διελόντα γε εἰπεῖν θάτερον ἀναγκαῖον.,οὐ μέντοι διελόντα γε εἰπεῖν θάτερον ἀναγκαῖον .,1543,Aristotle,Aristotle,On Interpretation
555-3892,"ὁμοίως δὲ καὶ τὰς οἰκείας ἔχειν γυναῖκας πρὸς τὰς ἄλλας, ὡς καὶ διὰ γυναικῶν ὕβρεις πολλαὶ τυραννίδες ἀπολώλασιν·","ὁμοίως δὲ καὶ τὰς οἰκείας ἔχειν γυναῖκας πρὸς τὰς ἄλλας , ὡς καὶ διὰ γυναικῶν ὕβρεις πολλαὶ τυραννίδες ἀπολώλασιν ·",555,Aristotle,Aristotle,Politics
555-2565,σύνθετος εἷς ἐκ πολλῶν·,σύνθετος εἷς ἐκ πολλῶν ·,555,Aristotle,Aristotle,Politics
1778-35,·,·,1778,Aristotle,Aristotle,Generation of Animals
435-3133,"καὶ εἰ τῷ πεπονθότι τὸ καλῶς ἢ δικαίως ὑπάρχει,","καὶ εἰ τῷ πεπονθότι τὸ καλῶς ἢ δικαίως ὑπάρχει ,",435,Aristotle,Aristotle,Rhetoric
1357-743,"Ἕστω μέσον ἐφ οὔ Α, ἄκρα Β Γ.","Ἕστω μέσον ἐφ οὔ Α , ἄκρα Β Γ .",1357,Aristotle,Aristotle,Mechanical Problems
974-296,"ἔστι μὲν γὰρ ὡς ὁ πηλὸς εἰς πηλοὺς διαιρεῖται,","ἔστι μὲν γὰρ ὡς ὁ πηλὸς εἰς πηλοὺς διαιρεῖται ,",974,Aristotle,Aristotle,Physics
1196-4134,"ἐπεὶ δὲ ἀνάγκη μὲν πάμπαν κινεῖσθαι, ἐξ ἴσου δὲ ἀδύνατον,","ἐπεὶ δὲ ἀνάγκη μὲν πάμπαν κινεῖσθαι , ἐξ ἴσου δὲ ἀδύνατον ,",1196,Aristotle,Aristotle,Problems
1196-1024,ἢ ὅτι κινεῖται ὑπὸ τῆς θερμότητος τοῦ οἴνου ἡ ὄψις πυκνάκις;,ἢ ὅτι κινεῖται ὑπὸ τῆς θερμότητος τοῦ οἴνου ἡ ὄψις πυκνάκις ;,1196,Aristotle,Aristotle,Problems
920-1574,"τὸ μὲν οὖν ἔχει καὶ μετέχει τοῦ ἀρίστου,","τὸ μὲν οὖν ἔχει καὶ μετέχει τοῦ ἀρίστου ,",920,Aristotle,Aristotle,On the Heavens
1447-2627,Διαφέρει δὲ καὶ κατὰ τὰς ἡλικίας πλήθει καὶ εἴδει τὸ αἷμα·,Διαφέρει δὲ καὶ κατὰ τὰς ἡλικίας πλήθει καὶ εἴδει τὸ αἷμα ·,1447,Aristotle,Aristotle,History of Animals
1447-10686,"ἡ γὰρ κίνησις τῶν συνδέσμων ὠδίς ἐστιν,","ἡ γὰρ κίνησις τῶν συνδέσμων ὠδίς ἐστιν ,",1447,Aristotle,Aristotle,History of Animals
1196-5476,"Διὰ τί θάλαττα εὐδιοπτοτέρα τοῦ ποτίμου,","Διὰ τί θάλαττα εὐδιοπτοτέρα τοῦ ποτίμου ,",1196,Aristotle,Aristotle,Problems
1447-3268,ἐκ τῶν ἀνατομῶν θεωρείσθωσαν.,ἐκ τῶν ἀνατομῶν θεωρείσθωσαν .,1447,Aristotle,Aristotle,History of Animals
1205-79,"Τὸ γὰρ μανθάνειν ὁμώνυμον,","Τὸ γὰρ μανθάνειν ὁμώνυμον ,",1205,Aristotle,Aristotle,On sophistical refutations
1778-2458,"ἡ δὲ γένεσις ἐκ τοῦ ᾠοῦ συμβαίνει τοῖς ὄρνισιν ἐπῳαζούσης καὶ συμπεττούσης τῆς ὄρνιθος,","ἡ δὲ γένεσις ἐκ τοῦ ᾠοῦ συμβαίνει τοῖς ὄρνισιν ἐπῳαζούσης καὶ συμπεττούσης τῆς ὄρνιθος ,",1778,Aristotle,Aristotle,Generation of Animals
1447-9190,πλὴν ὅτι τοῖς ζεφυρίοις φαίνονται·,πλὴν ὅτι τοῖς ζεφυρίοις φαίνονται ·,1447,Aristotle,Aristotle,History of Animals
21-292,"ἔτι δὲ παρὰ τὰ αἰσθητὰ καὶ τὰ εἴδη τὰ μαθηματικὰ τῶν πραγμάτων εἶναί φησι μεταξύ, διαφέροντα τῶν μὲν αἰσθητῶν τῷ ἀΐδια καὶ ἀκίνητα εἶναι, τῶν δʼ εἰδῶν τῷ τὰ μὲν πόλλʼ ἄττα ὅμοια εἶναι τὸ δὲ εἶδος αὐτὸ ἓν ἕκαστον μόνον.","ἔτι δὲ παρὰ τὰ αἰσθητὰ καὶ τὰ εἴδη τὰ μαθηματικὰ τῶν πραγμάτων εἶναί φησι μεταξύ , διαφέροντα τῶν μὲν αἰσθητῶν τῷ ἀΐδια καὶ ἀκίνητα εἶναι , τῶν δʼ εἰδῶν τῷ τὰ μὲν πόλλʼ ἄττα ὅμοια εἶναι τὸ δὲ εἶδος αὐτὸ ἓν ἕκαστον μόνον .",21,Aristotle,Aristotle,Metaphysics
555-4815,"τούτου δὲ ἐλάττονος μὲν τοῖς ἄμεινον διακειμένοις, πλείονος δὲ τοῖς χεῖρον̓","τούτου δὲ ἐλάττονος μὲν τοῖς ἄμεινον διακειμένοις , πλείονος δὲ τοῖς χεῖρον̓",555,Aristotle,Aristotle,Politics
1778-454,", καὶ μόρια μορίοις",", καὶ μόρια μορίοις",1778,Aristotle,Aristotle,Generation of Animals
1315-804,ἡ σωφροσύνη μεσότης τις ἂν εἴη ἀκολασίας καὶ ἀναισθησίας.,ἡ σωφροσύνη μεσότης τις ἂν εἴη ἀκολασίας καὶ ἀναισθησίας .,1315,Aristotle,Aristotle,Magna Moralia
1778-1155,οἷον φάλαινα καὶ δελφίς.,οἷον φάλαινα καὶ δελφίς .,1778,Aristotle,Aristotle,Generation of Animals
176-2069,"ἄλλον δὲ τρόπον ᾧ συζῆν αἱρεῖται διʼ αὐτὴν τὴν ὁμιλίαν καὶ μὴ διʼ ἕτερόν τι, οἷον οἱ πατέρες τὸ μὲν εἶναι τοῖς τέκνοις, συζῶσι δʼ ἑτέροις.","ἄλλον δὲ τρόπον ᾧ συζῆν αἱρεῖται διʼ αὐτὴν τὴν ὁμιλίαν καὶ μὴ διʼ ἕτερόν τι , οἷον οἱ πατέρες τὸ μὲν εἶναι τοῖς τέκνοις , συζῶσι δʼ ἑτέροις .",176,Aristotle,Aristotle,Eudemian Ethics
1447-216,τὸ δὲ λοιπὸν πολυώνυμόν ἐστιν.,τὸ δὲ λοιπὸν πολυώνυμόν ἐστιν .,1447,Aristotle,Aristotle,History of Animals
920-2742,",",",",920,Aristotle,Aristotle,On the Heavens
1447-7749,ὅταν πίῃ οἶνον,ὅταν πίῃ οἶνον,1447,Aristotle,Aristotle,History of Animals
972-1666,"ὥστ᾿ εἰ μή ἐστιν ἀρχὴ τοῦ ἀπείρου, οὐδὲ πρῶτον ἔσται οὐδέν,","ὥστ᾿ εἰ μή ἐστιν ἀρχὴ τοῦ ἀπείρου , οὐδὲ πρῶτον ἔσται οὐδέν ,",972,Aristotle,Aristotle,On Coming-to-Be and Passing-Away
928-1611,λέγω δʼ οἷον ὁ ψόφος ὁ κατʼ ἐνέργειαν καὶ ἡ ἀκοὴ ἡ κατʼ ἐνέργειαν·,λέγω δʼ οἷον ὁ ψόφος ὁ κατʼ ἐνέργειαν καὶ ἡ ἀκοὴ ἡ κατʼ ἐνέργειαν ·,928,Aristotle,Aristotle,On the Soul
885-169,Ἔτι οὐχ ἀπάσης ἔσται γραμμῆς τετράγωνον·,Ἔτι οὐχ ἀπάσης ἔσται γραμμῆς τετράγωνον ·,885,Aristotle,Aristotle,On Indivisible Lines
1196-4376,", ἐπεὶ καὶ νοήσεις αἱ τοιαῦται ἄγρυπνοί εἰσιν, ἐν αἷς ζητεῖ ἡ ψυχὴ καὶ ἀπορεῖ, ἀλλ οὐκ ἐν αἷς ἀεὶ θεωρεῖ",", ἐπεὶ καὶ νοήσεις αἱ τοιαῦται ἄγρυπνοί εἰσιν , ἐν αἷς ζητεῖ ἡ ψυχὴ καὶ ἀπορεῖ , ἀλλ οὐκ ἐν αἷς ἀεὶ θεωρεῖ",1196,Aristotle,Aristotle,Problems
555-1335,"ἀπὸ πάντων γὰρ τῶν γινομένων καρπῶν τε καὶ βοσκημάτων δημοσίων, καὶ ἐκ τῶν φόρων οὓς φέρουσιν οἱ περίοικοι, τέτακται μέρος τὸ μὲν πρὸς τοὺς θεοὺς καὶ τὰς κοινὰς λειτουργίας,","ἀπὸ πάντων γὰρ τῶν γινομένων καρπῶν τε καὶ βοσκημάτων δημοσίων , καὶ ἐκ τῶν φόρων οὓς φέρουσιν οἱ περίοικοι , τέτακται μέρος τὸ μὲν πρὸς τοὺς θεοὺς καὶ τὰς κοινὰς λειτουργίας ,",555,Aristotle,Aristotle,Politics
555-4722,"δεῖ δὲ τούτων κοινωνεῖν πάντας τοὺς πολίτας,","δεῖ δὲ τούτων κοινωνεῖν πάντας τοὺς πολίτας ,",555,Aristotle,Aristotle,Politics
1315-1916,τὸ γὰρ ἐν πᾶσιν εἶναι καὶ πᾶσι κοινὸν οὐκ ἀγαθόν.,τὸ γὰρ ἐν πᾶσιν εἶναι καὶ πᾶσι κοινὸν οὐκ ἀγαθόν .,1315,Aristotle,Aristotle,Magna Moralia
407-3632,καὶ τοὺς διὰ κακίαν δὲ τῶν ἀνθρώπων ὑπερβάλλοντας οὕτως ἐπιδυσφημοῦμεν.,καὶ τοὺς διὰ κακίαν δὲ τῶν ἀνθρώπων ὑπερβάλλοντας οὕτως ἐπιδυσφημοῦμεν .,407,Aristotle,Aristotle,Nicomachean Ethics
974-3515,πολλαχῇ γὰρ διαιρετὸς ὁ χρόνος.,πολλαχῇ γὰρ διαιρετὸς ὁ χρόνος .,974,Aristotle,Aristotle,Physics
1447-4843,"καὶ κηφῆνος πτερὸν ἂν ἀποκνίσας ἀφῇ τις, τῶν λοιπῶν αὐταὶ τὰ πτερὰ ἀπεσθίουσιν.","καὶ κηφῆνος πτερὸν ἂν ἀποκνίσας ἀφῇ τις , τῶν λοιπῶν αὐταὶ τὰ πτερὰ ἀπεσθίουσιν .",1447,Aristotle,Aristotle,History of Animals
1315-902,ἀλλὰ μέσος τίς ἐστι τούτων.,ἀλλὰ μέσος τίς ἐστι τούτων .,1315,Aristotle,Aristotle,Magna Moralia
21-1452,", καὶ ταὐτὸν ἔσται καὶ ἄνθρωπος καὶ θεὸς καὶ τριήρης καὶ αἱ ἀντιφάσεις αὐτῶν εἰ γὰρ ὁμοίως καθʼ ἑκάστου, οὐδὲν διοίσει ἕτερον ἑτέρου·",", καὶ ταὐτὸν ἔσται καὶ ἄνθρωπος καὶ θεὸς καὶ τριήρης καὶ αἱ ἀντιφάσεις αὐτῶν εἰ γὰρ ὁμοίως καθʼ ἑκάστου , οὐδὲν διοίσει ἕτερον ἑτέρου ·",21,Aristotle,Aristotle,Metaphysics
1778-2370,"τῆς δὲ διχροίας τὴν αἰτίαν ἴδοι τις ἂν ἐκ τῆς δυνάμεως ἑκατέρου τῶν μορίων, τοῦ τε λευκοῦ καὶ τοῦ ὠχροῦ.","τῆς δὲ διχροίας τὴν αἰτίαν ἴδοι τις ἂν ἐκ τῆς δυνάμεως ἑκατέρου τῶν μορίων , τοῦ τε λευκοῦ καὶ τοῦ ὠχροῦ .",1778,Aristotle,Aristotle,Generation of Animals
1447-8138,ἔτι δὲ τὰ χαλαζῶντα τοὺς ὀπισθίους πόδας οὐ δύνανται ἡσυχάζειν.,ἔτι δὲ τὰ χαλαζῶντα τοὺς ὀπισθίους πόδας οὐ δύνανται ἡσυχάζειν .,1447,Aristotle,Aristotle,History of Animals
555-5381,πονηρὸς γὰρ ὁ σκοπὸς πρὸς ὃν ποιοῦνται τὸ τέλος·,πονηρὸς γὰρ ὁ σκοπὸς πρὸς ὃν ποιοῦνται τὸ τέλος ·,555,Aristotle,Aristotle,Politics
