sent_id,text,tokens,doc_id,doc_group,author,title
564-4195,"πρῶτον μὲν ἐκλέγονται ἐκ τοσούτων χρωμάτων μίαν φύσιν τὴν τῶν λευκῶν,","πρῶτον μὲν ἐκλέγονται ἐκ τοσούτων χρωμάτων μίαν φύσιν τὴν τῶν λευκῶν ,",564,Plato,Plato,Republic
399-2715,ὦ Σώκρατες,ὦ Σώκρατες,399,Plato,Plato,Cratylus
350-279,"— οὔκ, ἀλλʼ, ἦ δʼ ὅς,","— οὔκ , ἀλλʼ , ἦ δʼ ὅς ,",350,Plato,Plato,Euthydemus
204-5572,"λύρᾳ μὲν ἐν ἀριστερᾷ χρώμενον, πλήκτρῳ δὲ ἐν δεξιᾷ","λύρᾳ μὲν ἐν ἀριστερᾷ χρώμενον , πλήκτρῳ δὲ ἐν δεξιᾷ",204,Plato,Plato,Laws
261-1105,ἢ πῶς λέγεις;,ἢ πῶς λέγεις ;,261,Plato,Plato,Theaetetus
399-2236,τί δὲ δὴ τόδε;,τί δὲ δὴ τόδε ;,399,Plato,Plato,Cratylus
168-1314,οὕτως.,οὕτως .,168,Plato,Plato,Meno
168-74,", ἂν φανῇς σὺ μὲν εἰδὼς καὶ Γοργίας",", ἂν φανῇς σὺ μὲν εἰδὼς καὶ Γοργίας",168,Plato,Plato,Meno
5-2066,τὸ δὲ ἄδικον.,τὸ δὲ ἄδικον .,5,Plato,Plato,Phaedo
168-594,"ἢ οὐδέν σοι διαφέρει,","ἢ οὐδέν σοι διαφέρει ,",168,Plato,Plato,Meno
485-16,ΙΩΝ.,ΙΩΝ .,485,Plato,Plato,Ion
402-16,.,.,402,Plato,Plato,Apology
317-979,",",",",317,Plato,Plato,Charmides
129-1200,ὦ Σώκρατες,ὦ Σώκρατες,129,Plato,Plato,Alcibiades 1
564-9020,κατόψει,κατόψει,564,Plato,Plato,Republic
716-782,κάλλιστά γε.,κάλλιστά γε .,716,Plato,Plato,Philebus
204-1554,ΚΛ.,ΚΛ .,204,Plato,Plato,Laws
5-1884,ΦΑΙΔ.,ΦΑΙΔ .,5,Plato,Plato,Phaedo
158-1594,",",",",158,Plato,Plato,Protagoras
716-2855,ΠΡΩ.,ΠΡΩ .,716,Plato,Plato,Philebus
373-164,"ἥκειν οὖν αὐτὸν οὐ πολὺν χρόνον ὡς εἰώθει διατρίψαντα, ἀλλὰ μάλιστα σφᾶς μεσοῦν δειπνοῦντας.","ἥκειν οὖν αὐτὸν οὐ πολὺν χρόνον ὡς εἰώθει διατρίψαντα , ἀλλὰ μάλιστα σφᾶς μεσοῦν δειπνοῦντας .",373,Plato,Plato,Symposium
485-364,οὐ καὶ περὶ τεχνῶν μέντοι λέγει πολλαχοῦ Ὅμηρος καὶ πολλά;,οὐ καὶ περὶ τεχνῶν μέντοι λέγει πολλαχοῦ Ὅμηρος καὶ πολλά ;,485,Plato,Plato,Ion
83-1865,ἢ μηδὲ ἐκεῖνο ἕτερον τῶν ἄλλων λέγεσθαι;,ἢ μηδὲ ἐκεῖνο ἕτερον τῶν ἄλλων λέγεσθαι ;,83,Plato,Plato,Parmenides
204-10396,ΚΛ.,ΚΛ .,204,Plato,Plato,Laws
158-382,"πολλὴ μωρία καὶ τοῦ ἐπιχειρήματος,","πολλὴ μωρία καὶ τοῦ ἐπιχειρήματος ,",158,Plato,Plato,Protagoras
129-1511,ΣΩ.,ΣΩ .,129,Plato,Plato,Alcibiades 1
261-2755,·,·,261,Plato,Plato,Theaetetus
350-1788,"ἐὰν οὖν,","ἐὰν οὖν ,",350,Plato,Plato,Euthydemus
158-1724,",",",",158,Plato,Plato,Protagoras
261-3396,"ὅτι δὲ κελεύεις προθύμως ἀποκρίνασθαι,","ὅτι δὲ κελεύεις προθύμως ἀποκρίνασθαι ,",261,Plato,Plato,Theaetetus
168-1156,ΣΩ.,ΣΩ .,168,Plato,Plato,Meno
5-2092,"ὣς δ αὔτως οἶμαι κἂν εἰ τὸ ἄψυκτον ἀνώλεθρον ἦν, ὁπότε ἐπὶ τὸ πῦρ ψυχρόν τι ἐπῄει,","ὣς δ αὔτως οἶμαι κἂν εἰ τὸ ἄψυκτον ἀνώλεθρον ἦν , ὁπότε ἐπὶ τὸ πῦρ ψυχρόν τι ἐπῄει ,",5,Plato,Plato,Phaedo
350-292,;,;,350,Plato,Plato,Euthydemus
564-8232,"καὶ μὴ ἀποστῇ πρὶν ἂν αὐτὸ ὃ ἔστιν ἀγαθὸν αὐτῇ νοήσει λάβῃ, ἐπʼ αὐτῷ γίγνεται τῷ τοῦ νοητοῦ τέλει, ὥσπερ ἐκεῖνος τότε ἐπὶ τῷ τοῦ ὁρατοῦ.","καὶ μὴ ἀποστῇ πρὶν ἂν αὐτὸ ὃ ἔστιν ἀγαθὸν αὐτῇ νοήσει λάβῃ , ἐπʼ αὐτῷ γίγνεται τῷ τοῦ νοητοῦ τέλει , ὥσπερ ἐκεῖνος τότε ἐπὶ τῷ τοῦ ὁρατοῦ .",564,Plato,Plato,Republic
5-88,ΕΧ.,ΕΧ .,5,Plato,Plato,Phaedo
204-6512,ΑΘ.,ΑΘ .,204,Plato,Plato,Laws
5-789,"ἦ δ ὅς, ταῦτά τε τὰ ἴσα καὶ αὐτὸ τὸ ἴσον.","ἦ δ ὅς , ταῦτά τε τὰ ἴσα καὶ αὐτὸ τὸ ἴσον .",5,Plato,Plato,Phaedo
437-69,ἦ καὶ μνημονεύσαις ἂν ἃ ἔλεγεν ἡ Ἀσπασία;,ἦ καὶ μνημονεύσαις ἂν ἃ ἔλεγεν ἡ Ἀσπασία ;,437,Plato,Plato,Menexenus
261-344,εἴτε ὁ τῶν κοροπλαθῶν προσθέντες εἴτε ἄλλων ὡντινωνοῦν δημιουργῶν,εἴτε ὁ τῶν κοροπλαθῶν προσθέντες εἴτε ἄλλων ὡντινωνοῦν δημιουργῶν,261,Plato,Plato,Theaetetus
341-86,τὰ δὲ ἔργα διὰ τὰς τῶν παραλαμβανόντων φθορὰς καὶ τὰ μήκη τῶν χρόνων ἠφανίσθη.,τὰ δὲ ἔργα διὰ τὰς τῶν παραλαμβανόντων φθορὰς καὶ τὰ μήκη τῶν χρόνων ἠφανίσθη .,341,Plato,Plato,Critias
158-624,"ὅτι τούτου τοῦ πράγματος, τῆς ἀρετῆς, εἰ μέλλει πόλις εἶναι, οὐδένα δεῖ ἰδιωτεύειν","ὅτι τούτου τοῦ πράγματος , τῆς ἀρετῆς , εἰ μέλλει πόλις εἶναι , οὐδένα δεῖ ἰδιωτεύειν",158,Plato,Plato,Protagoras
204-7624,παντάπασι μὲν οὖν.,παντάπασι μὲν οὖν .,204,Plato,Plato,Laws
716-508,"πρῶτον μὲν τοῦτο αὐτό, εἰ χαίρεις ἢ μὴ χαίρεις,","πρῶτον μὲν τοῦτο αὐτό , εἰ χαίρεις ἢ μὴ χαίρεις ,",716,Plato,Plato,Philebus
294-1170,"ἀνήκοος γάρ, ὡς ἔοικε, τυγχάνω ὤν.","ἀνήκοος γάρ , ὡς ἔοικε , τυγχάνω ὤν .",294,Plato,Plato,Phaedrus
204-6610,τὰ αὐτὰ δὲ λέγω στρατείας τε πέρι καὶ τῆς ἐν ποιήσεσι παρρησίας γυναιξί τε καὶ ἀνδράσιν ὁμοίως γίγνεσθαι δεῖν.,τὰ αὐτὰ δὲ λέγω στρατείας τε πέρι καὶ τῆς ἐν ποιήσεσι παρρησίας γυναιξί τε καὶ ἀνδράσιν ὁμοίως γίγνεσθαι δεῖν .,204,Plato,Plato,Laws
564-9392,"ἦν δʼ ἐγώ,","ἦν δʼ ἐγώ ,",564,Plato,Plato,Republic
5-2004,"ποῖα οὐκ ἐναντία τινὶ ὄντα ὅμως οὐ δέχεται αὐτό,","ποῖα οὐκ ἐναντία τινὶ ὄντα ὅμως οὐ δέχεται αὐτό ,",5,Plato,Plato,Phaedo
343-110,"ἦ καὶ σοὶ δοκεῖ αὐτῷ,","ἦ καὶ σοὶ δοκεῖ αὐτῷ ,",343,Plato,Plato,Hippias Minor
73-80,"λίαν γε,","λίαν γε ,",73,Plato,Plato,Crito
261-1669,ἀπορῶν οὖν γελοῖος φαίνεται.,ἀπορῶν οὖν γελοῖος φαίνεται .,261,Plato,Plato,Theaetetus
399-622,οὐκοῦν καὶ Ὅμηρος τοὺς Τρῶας σοφωτέρους ἡγεῖτο ἢ τὰς γυναῖκας αὐτῶν;,οὐκοῦν καὶ Ὅμηρος τοὺς Τρῶας σοφωτέρους ἡγεῖτο ἢ τὰς γυναῖκας αὐτῶν ;,399,Plato,Plato,Cratylus
152-271,τε,τε,152,Plato,Plato,Timaeus
261-2905,"ὁ γὰρ τοῦτο παθών, ὃ οἶδεν,","ὁ γὰρ τοῦτο παθών , ὃ οἶδεν ,",261,Plato,Plato,Theaetetus
118-4208,"τί δʼ ἂν περὶ ἐκείνων λέγοις,","τί δʼ ἂν περὶ ἐκείνων λέγοις ,",118,Plato,Plato,Gorgias
385-1136,ναί.,ναί .,385,Plato,Plato,Hippias Major
564-1384,"ψυχὴ τὰ αὑτῆς ἔργα εὖ ἀπεργάσεται στερομένη τῆς οἰκείας ἀρετῆς, ἢ ἀδύνατον;","ψυχὴ τὰ αὑτῆς ἔργα εὖ ἀπεργάσεται στερομένη τῆς οἰκείας ἀρετῆς , ἢ ἀδύνατον ;",564,Plato,Plato,Republic
341-186,"ὀνόματα δὲ πᾶσιν ἔθετο,","ὀνόματα δὲ πᾶσιν ἔθετο ,",341,Plato,Plato,Critias
152-1615,"καὶ γὰρ ἡ τούτων σύνοδος ἔχουσα τεταγμένους τοῦ βίου γίγνεται χρόνους τοῦ τε γένους σύμπαντος, καὶ καθʼ αὑτὸ τὸ ζῷον εἱμαρμένον ἕκαστον ἔχον τὸν βίον φύεται, χωρὶς τῶν ἐξ ἀνάγκης παθημάτων·","καὶ γὰρ ἡ τούτων σύνοδος ἔχουσα τεταγμένους τοῦ βίου γίγνεται χρόνους τοῦ τε γένους σύμπαντος , καὶ καθʼ αὑτὸ τὸ ζῷον εἱμαρμένον ἕκαστον ἔχον τὸν βίον φύεται , χωρὶς τῶν ἐξ ἀνάγκης παθημάτων ·",152,Plato,Plato,Timaeus
261-537,"τῇ δέ γʼ ἐμῇ τέχνῃ τῆς μαιεύσεως τὰ μὲν ἄλλα ὑπάρχει ὅσα ἐκείναις, διαφέρει δὲ τῷ τε ἄνδρας ἀλλὰ μὴ γυναῖκας μαιεύεσθαι καὶ τῷ τὰς ψυχὰς αὐτῶν τικτούσας ἐπισκοπεῖν ἀλλὰ μὴ τὰ σώματα.","τῇ δέ γʼ ἐμῇ τέχνῃ τῆς μαιεύσεως τὰ μὲν ἄλλα ὑπάρχει ὅσα ἐκείναις , διαφέρει δὲ τῷ τε ἄνδρας ἀλλὰ μὴ γυναῖκας μαιεύεσθαι καὶ τῷ τὰς ψυχὰς αὐτῶν τικτούσας ἐπισκοπεῖν ἀλλὰ μὴ τὰ σώματα .",261,Plato,Plato,Theaetetus
83-532,οὕτως ἔχον εἰ οἷόν τέ ἐστιν ἑστάναι ἢ κινεῖσθαι.,οὕτως ἔχον εἰ οἷόν τέ ἐστιν ἑστάναι ἢ κινεῖσθαι .,83,Plato,Plato,Parmenides
385-1034,·,·,385,Plato,Plato,Hippias Major
261-753,"ἐὰν μέν, ὦ Σώκρατες,","ἐὰν μέν , ὦ Σώκρατες ,",261,Plato,Plato,Theaetetus
604-2653,ΘΕΑΙ.,ΘΕΑΙ .,604,Plato,Plato,Sophist
564-659,δεῖται μάρτυρος;,δεῖται μάρτυρος ;,564,Plato,Plato,Republic
564-8945,τί οὖν;,τί οὖν ;,564,Plato,Plato,Republic
204-3919,"οὐδέ γε ὁπόταν αὖ τἀναντία τοὺς ἐπαινουμένους πόνους καὶ φόβους καὶ ἀλγηδόνας καὶ λύπας μὴ διαπονῇ καρτερῶν ἀλλὰ ὑπείκῃ, τότε οὐ τιμᾷ ὑπείκων·","οὐδέ γε ὁπόταν αὖ τἀναντία τοὺς ἐπαινουμένους πόνους καὶ φόβους καὶ ἀλγηδόνας καὶ λύπας μὴ διαπονῇ καρτερῶν ἀλλὰ ὑπείκῃ , τότε οὐ τιμᾷ ὑπείκων ·",204,Plato,Plato,Laws
317-1026,"οὔ μοι δοκοῦμεν, ὦ Κριτία, καλῶς ὡμολογηκέναι.","οὔ μοι δοκοῦμεν , ὦ Κριτία , καλῶς ὡμολογηκέναι .",317,Plato,Plato,Charmides
204-3494,καὶ γὰρ τυραννίδι δοκεῖ μοι προσεοικέναι—,καὶ γὰρ τυραννίδι δοκεῖ μοι προσεοικέναι —,204,Plato,Plato,Laws
294-1408,;,;,294,Plato,Plato,Phaedrus
760-86,ἆρʼ οὖν καὶ ἐν τοῖς γυμνασίοις τὴν πολυπονίαν φιλογυμναστίαν ἡγῇ εἶναι;,ἆρʼ οὖν καὶ ἐν τοῖς γυμνασίοις τὴν πολυπονίαν φιλογυμναστίαν ἡγῇ εἶναι ;,760,Plato,Plato,Lovers
716-1142,ΠΡΩ.,ΠΡΩ .,716,Plato,Plato,Philebus
317-746,οὐδὲ τοῦτο.,οὐδὲ τοῦτο .,317,Plato,Plato,Charmides
564-4958,ἄνδρα τὸν τοιοῦτον,ἄνδρα τὸν τοιοῦτον,564,Plato,Plato,Republic
564-1153,"ὁ ἄρα ἀγαθός τε καὶ σοφὸς τοῦ μὲν ὁμοίου οὐκ ἐθελήσει πλεονεκτεῖν,","ὁ ἄρα ἀγαθός τε καὶ σοφὸς τοῦ μὲν ὁμοίου οὐκ ἐθελήσει πλεονεκτεῖν ,",564,Plato,Plato,Republic
485-411,"οὕτω καλῶ τὴν μὲν ἄλλην,","οὕτω καλῶ τὴν μὲν ἄλλην ,",485,Plato,Plato,Ion
261-1630,"ὦ Σώκρατες, ἀλλὰ διελθόντες.","ὦ Σώκρατες , ἀλλὰ διελθόντες .",261,Plato,Plato,Theaetetus
204-3324,"οὐκοῦν καὶ τοῖς ἄλλοις ὡσαύτως κατὰ τὸν αὐτὸν ἂν ἔχοι λόγον,","οὐκοῦν καὶ τοῖς ἄλλοις ὡσαύτως κατὰ τὸν αὐτὸν ἂν ἔχοι λόγον ,",204,Plato,Plato,Laws
694-696,ΞΕ.,ΞΕ .,694,Plato,Plato,Statesman
604-1904,"πρὸς δὴ τοὺς ἑτέρους ἴωμεν,","πρὸς δὴ τοὺς ἑτέρους ἴωμεν ,",604,Plato,Plato,Sophist
166-1067,ΣΩ,ΣΩ,166,Plato,Plato,Laches
129-1680,οὐ διὰ τὴν μετρητικήν;,οὐ διὰ τὴν μετρητικήν ;,129,Plato,Plato,Alcibiades 1
179-267,οἱ δὲ τὸν βίον ἐτελεύτησαν·,οἱ δὲ τὸν βίον ἐτελεύτησαν ·,179,Plato,Plato,Alcibiades 2
204-5226,.,.,204,Plato,Plato,Laws
204-6162,ἡμεῖς δὲ ὀρχήσεώς τε πέρι καὶ ὅλης τῆς περὶ τὸ σῶμα γυμναστικῆς πρὸς τοῖς ἔμπροσθεν εἰρημένοις ἀποδῶμεν·,ἡμεῖς δὲ ὀρχήσεώς τε πέρι καὶ ὅλης τῆς περὶ τὸ σῶμα γυμναστικῆς πρὸς τοῖς ἔμπροσθεν εἰρημένοις ἀποδῶμεν ·,204,Plato,Plato,Laws
564-4136,καὶ,καὶ,564,Plato,Plato,Republic
152-1266,"μεμνημένοι γὰρ τῆς τοῦ πατρὸς ἐπιστολῆς οἱ συστήσαντες ἡμᾶς, ὅτε τὸ θνητὸν ἐπέστελλεν γένος ὡς ἄριστον εἰς δύναμιν ποιεῖν,","μεμνημένοι γὰρ τῆς τοῦ πατρὸς ἐπιστολῆς οἱ συστήσαντες ἡμᾶς , ὅτε τὸ θνητὸν ἐπέστελλεν γένος ὡς ἄριστον εἰς δύναμιν ποιεῖν ,",152,Plato,Plato,Timaeus
532-196,"καὶ τοῦτον ὁμολογοῦσι τὸν αὑτοῦ πατέρα δῆσαι ὅτι τοὺς ὑεῖς κατέπινεν οὐκ ἐν δίκῃ,","καὶ τοῦτον ὁμολογοῦσι τὸν αὑτοῦ πατέρα δῆσαι ὅτι τοὺς ὑεῖς κατέπινεν οὐκ ἐν δίκῃ ,",532,Plato,Plato,Euthyphro
5-2288,ὅτι πυθμένα οὐκ ἔχει οὐδὲ βάσιν τὸ ὑγρὸν τοῦτο.,ὅτι πυθμένα οὐκ ἔχει οὐδὲ βάσιν τὸ ὑγρὸν τοῦτο .,5,Plato,Plato,Phaedo
564-10151,εἰδέναι,εἰδέναι,564,Plato,Plato,Republic
694-3264,ΝΕ.,ΝΕ .,694,Plato,Plato,Statesman
294-2036,ΦΑΙ.,ΦΑΙ .,294,Plato,Plato,Phaedrus
716-3010,;,;,716,Plato,Plato,Philebus
118-1505,"καὶ νῦν ἄλλο τι οὗτός ἐστιν ὁ λόγος, ᾧ με καὶ ἂν παῖς ἐξελέγξειε,","καὶ νῦν ἄλλο τι οὗτός ἐστιν ὁ λόγος , ᾧ με καὶ ἂν παῖς ἐξελέγξειε ,",118,Plato,Plato,Gorgias
204-207,"τό γε μὴν ἄριστον οὔτε ὁ πόλεμος οὔτε ἡ στάσις,","τό γε μὴν ἄριστον οὔτε ὁ πόλεμος οὔτε ἡ στάσις ,",204,Plato,Plato,Laws
716-879,"τὸ μετὰ τοῦθʼ ἡμῖν τίς ὁ λόγος,","τὸ μετὰ τοῦθʼ ἡμῖν τίς ὁ λόγος ,",716,Plato,Plato,Philebus
341-66,"τῶν μὲν οὖν ἥδε ἡ πόλις ἄρξασα καὶ πάντα τὸν πόλεμον διαπολεμήσασα ἐλέγετο,","τῶν μὲν οὖν ἥδε ἡ πόλις ἄρξασα καὶ πάντα τὸν πόλεμον διαπολεμήσασα ἐλέγετο ,",341,Plato,Plato,Critias
399-2705,ΚΡ.,ΚΡ .,399,Plato,Plato,Cratylus
179-517,ΣΩ.,ΣΩ .,179,Plato,Plato,Alcibiades 2
373-206,"ἦ δʼ ὅς,","ἦ δʼ ὅς ,",373,Plato,Plato,Symposium
564-5788,πῶς λέγεις;,πῶς λέγεις ;,564,Plato,Plato,Republic
204-5923,"εἰ μὲν ταῦτα ἦν μὴ ἱκανῶς ἔργοις ἐληλεγμένα ὅτι δυνατά ἐστι γίγνεσθαι,","εἰ μὲν ταῦτα ἦν μὴ ἱκανῶς ἔργοις ἐληλεγμένα ὅτι δυνατά ἐστι γίγνεσθαι ,",204,Plato,Plato,Laws
564-8273,τίς μηχανὴ τὴν τοιαύτην ὁμολογίαν ποτὲ ἐπιστήμην γενέσθαι,τίς μηχανὴ τὴν τοιαύτην ὁμολογίαν ποτὲ ἐπιστήμην γενέσθαι,564,Plato,Plato,Republic
118-426,ΓΟΡ.,ΓΟΡ .,118,Plato,Plato,Gorgias
317-830,.,.,317,Plato,Plato,Charmides
604-2830,εἰπὲ ἑκάτερον.,εἰπὲ ἑκάτερον .,604,Plato,Plato,Sophist
204-8609,"ἀλλὰ ἱκανώτατα δέδεικται ψυχὴ τῶν πάντων πρεσβυτάτη,","ἀλλὰ ἱκανώτατα δέδεικται ψυχὴ τῶν πάντων πρεσβυτάτη ,",204,Plato,Plato,Laws
694-454,"νῦν μὲν οὖν, ὥσπερ εἰκός,","νῦν μὲν οὖν , ὥσπερ εἰκός ,",694,Plato,Plato,Statesman
168-1865,ὥσπερ δραπέτην ἄνθρωπον —οὐ γὰρ παραμένει—δεδεμένον δὲ πολλοῦ ἄξιον·,ὥσπερ δραπέτην ἄνθρωπον —οὐ γὰρ παραμένει — δεδεμένον δὲ πολλοῦ ἄξιον ·,168,Plato,Plato,Meno
373-854,"ἐν πόνῳ, ἐν φόβῳ, ἐν πόθῳ,","ἐν πόνῳ , ἐν φόβῳ , ἐν πόθῳ ,",373,Plato,Plato,Symposium
694-452,"ἡμεῖς μὲν καὶ νῦν μακροτέραν τοῦ δέοντος ἀπὸ τοῦ προτεθέντος λόγου πεπλανήμεθα,","ἡμεῖς μὲν καὶ νῦν μακροτέραν τοῦ δέοντος ἀπὸ τοῦ προτεθέντος λόγου πεπλανήμεθα ,",694,Plato,Plato,Statesman
213-73,"τεκμαίρομαι δέ, ὅτι ἀκούσας τοὔνομα οὐκ ἔγνων. οὐ γὰρ πάνυ, ἔφη, τὶ αὐτοῦ τοὔνομα λέγουσιν, ἀλλʼ ἔτι πατρόθεν ἐπονομάζεται διὰ τὸ σφόδρα τὸν πατέρα γιγνώσκεσθαι αὐτοῦ. ἐπεὶ εὖ οἶδʼ ὅτι πολλοῦ δεῖς τὸ εἶδος ἀγνοεῖν τοῦ παιδός· ἱκανὸς γὰρ καὶ ἀπὸ μόνου τούτου γιγνώσκεσθαι.","τεκμαίρομαι δέ , ὅτι ἀκούσας τοὔ νομα οὐκ ἔγνων . οὐ γὰρ πάνυ , ἔφη , τὶ αὐτοῦ τοὔ νομα λέγουσιν , ἀλλʼ ἔτι πατρόθεν ἐπονομάζεται διὰ τὸ σφόδρα τὸν πατέρα γιγνώσκεσθαι αὐτοῦ . ἐπεὶ εὖ οἶδʼ ὅτι πολλοῦ δεῖς τὸ εἶδος ἀγνοεῖν τοῦ παιδός · ἱκανὸς γὰρ καὶ ἀπὸ μόνου τούτου γιγνώσκεσθαι .",213,Plato,Plato,Lysis
204-5225,ὦ ξένε,ὦ ξένε,204,Plato,Plato,Laws
5-1278,"καὶ γὰρ οὖν, ὦ Σώκρατες, οἶμαι ἔγωγε καὶ αὐτόν σε τοῦτο ἐντεθυμῆσθαι, ὅτι τοιοῦτόν τι μάλιστα ὑπολαμβάνομεν τὴν ψυχὴν εἶναι, ὥσπερ ἐντεταμένου τοῦ σώματος ἡμῶν καὶ συνεχομένου ὑπὸ θερμοῦ καὶ ψυχροῦ καὶ ξηροῦ καὶ ὑγροῦ καὶ τοιούτων τινῶν, κρᾶσιν εἶναι καὶ ἁρμονίαν αὐτῶν τούτων τὴν ψυχὴν ἡμῶν, ἐπειδὰν ταῦτα καλῶς καὶ μετρίως κραθῇ πρὸς ἄλληλα —","καὶ γὰρ οὖν , ὦ Σώκρατες , οἶμαι ἔγωγε καὶ αὐτόν σε τοῦτο ἐντεθυμῆσθαι , ὅτι τοιοῦτόν τι μάλιστα ὑπολαμβάνομεν τὴν ψυχὴν εἶναι , ὥσπερ ἐντεταμένου τοῦ σώματος ἡμῶν καὶ συνεχομένου ὑπὸ θερμοῦ καὶ ψυχροῦ καὶ ξηροῦ καὶ ὑγροῦ καὶ τοιούτων τινῶν , κρᾶσιν εἶναι καὶ ἁρμονίαν αὐτῶν τούτων τὴν ψυχὴν ἡμῶν , ἐπειδὰν ταῦτα καλῶς καὶ μετρίως κραθῇ πρὸς ἄλληλα —",5,Plato,Plato,Phaedo
204-6367,σφόδρα γε.,σφόδρα γε .,204,Plato,Plato,Laws
716-1195,ΣΩ.,ΣΩ .,716,Plato,Plato,Philebus
716-12,"μῶν οὐχ οὕτω πως λέγομεν,","μῶν οὐχ οὕτω πως λέγομεν ,",716,Plato,Plato,Philebus
118-75,ΓΟΡ.,ΓΟΡ .,118,Plato,Plato,Gorgias
399-605,ὧδε δὴ σκόπει.,ὧδε δὴ σκόπει .,399,Plato,Plato,Cratylus
604-1260,ΞΕ.,ΞΕ .,604,Plato,Plato,Sophist
