sent_id,text,tokens,doc_id,doc_group,author,title
1587-2156,"σὺ ἐποίησας τὸν οὐρανὸν καὶ τὴν γῆν τῇ ἰσχύι σου τῆ μεγάλῃ καὶ τῷ βραχίονί σου τῷ ὑψηλῷ καὶ τῷ μετεώρῳ, οὐ μὴ ἀποκρυβῇ ἀπὸ σοῦ οὐθέν, πσιῶν ἔλεος εἰς χιλιάδας καὶ ἀποδιδοὺς ἁμαρτίας πατέρων εἰς κόλπους τέκνων αὐτῶν μετʼ αὐτούς,","σὺ ἐποίησας τὸν οὐρανὸν καὶ τὴν γῆν τῇ ἰσχύι σου τῆ μεγάλῃ καὶ τῷ βραχίονί σου τῷ ὑψηλῷ καὶ τῷ μετεώρῳ , οὐ μὴ ἀποκρυβῇ ἀπὸ σοῦ οὐθέν , πσιῶν ἔλεος εἰς χιλιάδας καὶ ἀποδιδοὺς ἁμαρτίας πατέρων εἰς κόλπους τέκνων αὐτῶν μετʼ αὐτούς ,",1587,LXX,Jeremiah ,Jeremiah
1688-1572,"διαθήκην γὰρ αἰώνιον ἔθετό μοι, ἑτοίμην ἐν παντὶ καιρῷ,","διαθήκην γὰρ αἰώνιον ἔθετό μοι , ἑτοίμην ἐν παντὶ καιρῷ ,",1688,LXX,2 Samuel (2 Regnorum),2 Samuel (2 Regnorum)
1915-1101,καὶ,καὶ,1915,LXX,Ben Sira,Ecclesiasticus
1566-1552,", ὑπὲρ τῶν ἀλλοιωθησομένων·",", ὑπὲρ τῶν ἀλλοιωθησομένων ·",1566,LXX,David,Psalms
1030-1646,"ὡς καλοί σου οἱ οἶκοι, ᾿Ιακώβ,","ὡς καλοί σου οἱ οἶκοι , ᾿Ιακώβ ,",1030,LXX,Moses,Numbers
1566-4509,"Κύριε, Κύριε","Κύριε , Κύριε",1566,LXX,David,Psalms
1390-637,"καὶ εἶπεν Σαμουήλ οὐκ ἀποθανεῖται οὐδεὶς ἐν τῇ ἡμέρα ταύτῃ,","καὶ εἶπεν Σαμουήλ οὐκ ἀποθανεῖται οὐδεὶς ἐν τῇ ἡμέρα ταύτῃ ,",1390,LXX,1 Samuel (1 Regnorum),1 Samuel (1 Regnorum)
1006-2083,καὶ τὰ πρόβατα καὶ αἱ βόες λοχεύονται ἐπ ἐμέ·,καὶ τὰ πρόβατα καὶ αἱ βόες λοχεύονται ἐπ ἐμέ ·,1006,LXX,Moses,Genesis
1006-1953,εἶπεν δὲ Λαβὰν τῷ Ἰακώβ Ἴδου ὁ βουνὸς οὗτος καὶ ἡ στήλη αὕτη ἢν ἔστησα ἀνὰ μέσον ἐμοῦ καὶ σοῦ·,εἶπεν δὲ Λαβὰν τῷ Ἰακώβ Ἴδου ὁ βουνὸς οὗτος καὶ ἡ στήλη αὕτη ἢν ἔστησα ἀνὰ μέσον ἐμοῦ καὶ σοῦ ·,1006,LXX,Moses,Genesis
1030-2089,κα παρασιωπήσῃ αὐτῆς ὁ πατήρ·,κα παρασιωπήσῃ αὐτῆς ὁ πατήρ ·,1030,LXX,Moses,Numbers
1236-1883,διαπεφωνήκαμεν.,διαπεφωνήκαμεν .,1236,LXX,Ezekiel ,Ezekiel
1252-135,"καὶ ἤγειρεν Κύριος κριτάς,","καὶ ἤγειρεν Κύριος κριτάς ,",1252,LXX,Judges ,Judges 
1534-600,τότε ἠθέτησεν Σεννὰ ἐν τῷ καιρῷ ἐκείνῳ.,τότε ἠθέτησεν Σεννὰ ἐν τῷ καιρῷ ἐκείνῳ .,1534,LXX,2 Kings (4 Regnorum),2 Kings (4 Regnorum)
1569-16,"τότε δὲ οὐκ ἐδόθη αὐτοῖς, ἵνα καταφάγωσιν τὸν Δανιὴλ.","τότε δὲ οὐκ ἐδόθη αὐτοῖς , ἵνα καταφάγωσιν τὸν Δανιὴλ .",1569,LXX,Daniel,Bel and the Dragon (Theodotion's transmission)
1006-1740,καὶ ἔδωκεν Λαβὰν Ῥαχἠλ τὴν θυγατέρα αὐτοῦ αὐτῷ γυναῖκα.,καὶ ἔδωκεν Λαβὰν Ῥαχἠλ τὴν θυγατέρα αὐτοῦ αὐτῷ γυναῖκα .,1006,LXX,Moses,Genesis
1566-2592,"μὴ ἐπιλάθῃ τῆς φωνῆς τῶν ἱκετῶν σου,","μὴ ἐπιλάθῃ τῆς φωνῆς τῶν ἱκετῶν σου ,",1566,LXX,David,Psalms
1236-586,"καὶ εἶπα πρὸς ὑμᾶς Οὐκ ἔστιν ὁ τοῖχος οὐδὲ οἱ ἀλείφοντες αὐτὸν προφῆται τοῦ Ἰσραήλ,","καὶ εἶπα πρὸς ὑμᾶς Οὐκ ἔστιν ὁ τοῖχος οὐδὲ οἱ ἀλείφοντες αὐτὸν προφῆται τοῦ Ἰσραήλ ,",1236,LXX,Ezekiel ,Ezekiel
1685-651,"τούτοις εἶξεν ὁ ὀλοθρεύων,","τούτοις εἶξεν ὁ ὀλοθρεύων ,",1685,LXX,Solomon,Wisdom of Solomon
1587-398,"ἄκουε, γῆ·","ἄκουε , γῆ ·",1587,LXX,Jeremiah ,Jeremiah
1641-188,"ὡς κλίβανος καιόμενος εἰς πέψιν κατακαύματος ἀπὸ τῆς φλογός, ἀπὸ φυράσεως στέατος, ἕως τοῦ ζυμωθῆναι αὐτό.","ὡς κλίβανος καιόμενος εἰς πέψιν κατακαύματος ἀπὸ τῆς φλογός , ἀπὸ φυράσεως στέατος , ἕως τοῦ ζυμωθῆναι αὐτό .",1641,LXX,Hosea ,Hosea
1566-1524,"ἀπέδου τὸν λαόν σου ἄνευ τιμῆς,","ἀπέδου τὸν λαόν σου ἄνευ τιμῆς ,",1566,LXX,David,Psalms
1390-479,"καὶ εἶπεν Σαοὺλ τῷ παιδαρίῳ αὐτοῦ τῷ μετ αὐτοῦ καὶ ἰδοὺ πορευσόμεθα, καὶ τί οἴσομεν τῷ ἀνθρώπῳ τοῦ θεοῦ,. ὅτι οἱ ἄρτοι ἐκλελοίπασιν ἐκ τῶν ἀγγίων ἡμῶν, καὶ πλεῖον οὐκ ἔστιν μεθ ἡμῶν, εἰσενεγκεῖν τῷ ἀνθρώπῳ τοῦ θεοῦ τὸ ὑπάρχον ἡμῖν.","καὶ εἶπεν Σαοὺλ τῷ παιδαρίῳ αὐτοῦ τῷ μετ αὐτοῦ καὶ ἰδοὺ πορευσόμεθα , καὶ τί οἴσομεν τῷ ἀνθρώπῳ τοῦ θεοῦ,. ὅτι οἱ ἄρτοι ἐκλελοίπασιν ἐκ τῶν ἀγγίων ἡμῶν , καὶ πλεῖον οὐκ ἔστιν μεθ ἡμῶν , εἰσενεγκεῖν τῷ ἀνθρώπῳ τοῦ θεοῦ τὸ ὑπάρχον ἡμῖν .",1390,LXX,1 Samuel (1 Regnorum),1 Samuel (1 Regnorum)
1236-2001,καὶ καθαρισθήσεται ἡ γῆ.,καὶ καθαρισθήσεται ἡ γῆ .,1236,LXX,Ezekiel ,Ezekiel
1442-452,καὶ ὁ βασιλεὺς Ἰεροβοὰμ ἔσπευσεν τοῦ ἀναβῆναι εἰς τὸ ὅρμα τοῦ φυγεῖν εἰς Ἰερουσαλήμ.,καὶ ὁ βασιλεὺς Ἰεροβοὰμ ἔσπευσεν τοῦ ἀναβῆναι εἰς τὸ ὅρμα τοῦ φυγεῖν εἰς Ἰερουσαλήμ .,1442,LXX,2 Chronicles ,2 Chronicles
1566-4429,πᾶσαν ὁδὸν ἄδικον ἐμίσησα.,πᾶσαν ὁδὸν ἄδικον ἐμίσησα .,1566,LXX,David,Psalms
1279-1081,φόβος καὶ βόθυνος καὶ παγὶς ἐφʼ ὑμᾶς τοὺς ἐνοικοῦντας ἐπὶ τῆς γῆς.,φόβος καὶ βόθυνος καὶ παγὶς ἐφʼ ὑμᾶς τοὺς ἐνοικοῦντας ἐπὶ τῆς γῆς .,1279,LXX,Isaiah ,Isaiah
1822-1121,καὶ ἔφυγον οἱ ἀλλογενεῖς οἱ ὄντες ἐν τοῖς ὀχυρώμασιν οἷς οἰκοδόμησεν ὁ Βακχίδης.,καὶ ἔφυγον οἱ ἀλλογενεῖς οἱ ὄντες ἐν τοῖς ὀχυρώμασιν οἷς οἰκοδόμησεν ὁ Βακχίδης .,1822,LXX,1 Maccabees,1 Maccabees 
1862-820,"καὶ ἐν στύλῳ νεφέλης ὡδήγησας αὐτοὺς ἡμέρας καὶ ἐν στύλῳ πυρὸς τὴν νύκτα,","καὶ ἐν στύλῳ νεφέλης ὡδήγησας αὐτοὺς ἡμέρας καὶ ἐν στύλῳ πυρὸς τὴν νύκτα ,",1862,LXX,2 Esdras,2 Esdras
1006-426,καὶ ἐκτείνας τὴν χεῖρα αὐτοῦ ἔλαβεν αὐτὴν καὶ εἰσήγαγεν αὐτὴν πρὸς ἑαυτὸν εἰς τὴν κιβωτόν.,καὶ ἐκτείνας τὴν χεῖρα αὐτοῦ ἔλαβεν αὐτὴν καὶ εἰσήγαγεν αὐτὴν πρὸς ἑαυτὸν εἰς τὴν κιβωτόν .,1006,LXX,Moses,Genesis
1742-971,"καὶ ἐπιθήσει Ἀαρὼν τὰς χεῖρας αὐτοῦ ἐπὶ τὴν κεφαλὴν τοῦ χιμάρου τοῦ καὶ ἐξαγορεύσει ἐπ αὐτοῦ πάσας τὰς ἀνομίας τῶν υἱῶν πάσας τὰς ἀδικίας αὐτῶν καὶ πάσας τὰς ἁμαρτίας αὐτῶν,","καὶ ἐπιθήσει Ἀαρὼν τὰς χεῖρας αὐτοῦ ἐπὶ τὴν κεφαλὴν τοῦ χιμάρου τοῦ καὶ ἐξαγορεύσει ἐπ αὐτοῦ πάσας τὰς ἀνομίας τῶν υἱῶν πάσας τὰς ἀδικίας αὐτῶν καὶ πάσας τὰς ἁμαρτίας αὐτῶν ,",1742,LXX,Moses,Leviticus
1822-885,"Καὶ ἐξῆλθεν Νικάνωρ ἐξ Ἰερουσαλὴμ καὶ παρενέβαλον ἐν Βεθώρων,","Καὶ ἐξῆλθεν Νικάνωρ ἐξ Ἰερουσαλὴμ καὶ παρενέβαλον ἐν Βεθώρων ,",1822,LXX,1 Maccabees,1 Maccabees 
1209-9,"καὶ ἐξαποστελῶ πῦρ εἰς τὸν οἶκον Ἁζαήλ,","καὶ ἐξαποστελῶ πῦρ εἰς τὸν οἶκον Ἁζαήλ ,",1209,LXX,Amos,Amos
1618-923,"καὶ ταῖς μὲν χερσὶν ἀγωνιζόμενοι, ταῖς δὲ καρδίαις πρὸς τὸν θεὸν εὐχόμενοι, κατέστρωσαν οὐδὲν ἧττον μυριάδων τριῶν καὶ πεντακισχιλίων,","καὶ ταῖς μὲν χερσὶν ἀγωνιζόμενοι , ταῖς δὲ καρδίαις πρὸς τὸν θεὸν εὐχόμενοι , κατέστρωσαν οὐδὲν ἧττον μυριάδων τριῶν καὶ πεντακισχιλίων ,",1618,LXX,2 Maccabees,2 Maccabees
1390-682,καὶ ἐξείλατο ὑμᾶς ἐκ χειρὸς ἐχθρῶν ὑμῶν τῶν κυκλόθεν·,καὶ ἐξείλατο ὑμᾶς ἐκ χειρὸς ἐχθρῶν ὑμῶν τῶν κυκλόθεν ·,1390,LXX,1 Samuel (1 Regnorum),1 Samuel (1 Regnorum)
1297-1571,ἡ ὑμῶν μελετήσει φόβον Κυρίου.,ἡ ὑμῶν μελετήσει φόβον Κυρίου .,1297,LXX,Isaiah ,Isaiah (Richard Rusden Ottley)
1279-1060,"πέπαυται εὐφροσύνη τυμπάνων, πέπαυται αὐθαδία καὶ πλοῦτος ἀσεβῶν, πέπαυται φωνὴ κιθάρας.","πέπαυται εὐφροσύνη τυμπάνων , πέπαυται αὐθαδία καὶ πλοῦτος ἀσεβῶν , πέπαυται φωνὴ κιθάρας .",1279,LXX,Isaiah ,Isaiah
1149-746,ἀλλʼ,ἀλλʼ,1149,LXX,Daniel,Daniel (Theodotion's transmission)
1236-1665,πέμπτῃ τοῖ μηνός,πέμπτῃ τοῖ μηνός,1236,LXX,Ezekiel ,Ezekiel
937-724,τῇ ἡμέρᾳ ἐκείηῃ ἡγίασεν ὁ βασιλεὺς τὸ μέσον τῆς αὐλῆς τὸ κατὰ πρόσωπον τοῦ οἴκου Κυρίου.,τῇ ἡμέρᾳ ἐκείηῃ ἡγίασεν ὁ βασιλεὺς τὸ μέσον τῆς αὐλῆς τὸ κατὰ πρόσωπον τοῦ οἴκου Κυρίου .,937,LXX,1 Kings (3 Regnorum) ,1 Kings (3 Regnorum) 
1742-1278,"εἰπὸν αὐτοῖς Εἰς τὰς γενεὰς ὑμῶν πᾶς ἄνθρωπος ὃς ἂν προσέλθῃ ἀπὸ τοῦ σπέρματος ὑμῶν πρὸς τὰ ἅγια ὅσα ἂν ἁγιάζωσιν οἱ υἱοὶ Ἰσραὴλ τῷ κυρίῳ, καὶ ἡ ἀκαθαρσία αὐτοῦ ἐπ αὐτῷ ἦ, ἐξολεθρευθήσεται ἡ ψυχὴ ἐκείνη ἀπ ἐμοῦ·","εἰπὸν αὐτοῖς Εἰς τὰς γενεὰς ὑμῶν πᾶς ἄνθρωπος ὃς ἂν προσέλθῃ ἀπὸ τοῦ σπέρματος ὑμῶν πρὸς τὰ ἅγια ὅσα ἂν ἁγιάζωσιν οἱ υἱοὶ Ἰσραὴλ τῷ κυρίῳ , καὶ ἡ ἀκαθαρσία αὐτοῦ ἐπ αὐτῷ ἦ , ἐξολεθρευθήσεται ἡ ψυχὴ ἐκείνη ἀπ ἐμοῦ ·",1742,LXX,Moses,Leviticus
1297-1332,οὕτως ἔσται ὃ πλοῦτος πάντων τῶν ἐθνῶν ὅσοι ἐπεστράτευσαν ἐπὶ Ἰερουσαλὴμ καὶ ἐπὶ τὸ ὅρος Σιών.,οὕτως ἔσται ὃ πλοῦτος πάντων τῶν ἐθνῶν ὅσοι ἐπεστράτευσαν ἐπὶ Ἰερουσαλὴμ καὶ ἐπὶ τὸ ὅρος Σιών .,1297,LXX,Isaiah ,Isaiah (Richard Rusden Ottley)
1031-158,"καὶ Ἀφαμὴλ ἐγέννησεν τὸν ἀβήδ,","καὶ Ἀφαμὴλ ἐγέννησεν τὸν ἀβήδ ,",1031,LXX,1 Chronicles ,1 Chronicles
1030-2027,καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας ἐξιλάσασθαι περὶ ὑμῶν·,καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας ἐξιλάσασθαι περὶ ὑμῶν ·,1030,LXX,Moses,Numbers
1338-551,ὑμεῖς δὲ αὐτοὶ κριταὶ γένεσθε.,ὑμεῖς δὲ αὐτοὶ κριταὶ γένεσθε .,1338,LXX,Job,Job
1030-2287,καὶ παρενέβαλον ἐκεῖ παρὰ τὸ ὕδωρ.,καὶ παρενέβαλον ἐκεῖ παρὰ τὸ ὕδωρ .,1030,LXX,Moses,Numbers
1297-2799,"ἀπέχου ἀπὸ ἀδίκου, καὶ οὐ φοβηθήσῃ,","ἀπέχου ἀπὸ ἀδίκου , καὶ οὐ φοβηθήσῃ ,",1297,LXX,Isaiah ,Isaiah (Richard Rusden Ottley)
1851-1732,καὶ ποιήσεις αὐτὸ πήχεος τὸ μῆκος καὶ πήχεος τὸ εὖρος·,καὶ ποιήσεις αὐτὸ πήχεος τὸ μῆκος καὶ πήχεος τὸ εὖρος ·,1851,LXX,Moses,Exodus
1297-1814,καὶ ὑγιὴς ἔσῃ.,καὶ ὑγιὴς ἔσῃ .,1297,LXX,Isaiah ,Isaiah (Richard Rusden Ottley)
1572-103,"σύ, βασιλεῦ, βασιλεὺς βασιλέων, καὶ σοὶ ὁ κύριος τοῦ οὐρανοῦ τὴν ἀρχὴν καὶ τὴν βασιλείαν καὶ τὴν ἰσχὺν καὶ τὴν τιμὴν καὶ τὴν δόξαν ἔδωκεν·","σύ , βασιλεῦ , βασιλεὺς βασιλέων , καὶ σοὶ ὁ κύριος τοῦ οὐρανοῦ τὴν ἀρχὴν καὶ τὴν βασιλείαν καὶ τὴν ἰσχὺν καὶ τὴν τιμὴν καὶ τὴν δόξαν ἔδωκεν ·",1572,LXX,Daniel,Daniel (LXX)
1279-185,καὶ τὰ ἱμάτια ἡμῶν περιβαλούμεθα·,καὶ τὰ ἱμάτια ἡμῶν περιβαλούμεθα ·,1279,LXX,Isaiah ,Isaiah
1822-970,"καὶ προσέθετο τὸν Βακχίδην καὶ τὸν Ἄλκιμον ἐκ δευτέρου ἀποστεῖλαι εἰς γῆν Ἰούδα,","καὶ προσέθετο τὸν Βακχίδην καὶ τὸν Ἄλκιμον ἐκ δευτέρου ἀποστεῖλαι εἰς γῆν Ἰούδα ,",1822,LXX,1 Maccabees,1 Maccabees 
1006-2848,"εἶπεν δὲ ἡμῖν ὁ πατὴρ ἡμῶν βαδίσατε πάλιν,","εἶπεν δὲ ἡμῖν ὁ πατὴρ ἡμῶν βαδίσατε πάλιν ,",1006,LXX,Moses,Genesis
1688-855,τοῦ γνῶναι πάντα τὰ ἐν τῇ γῇ,τοῦ γνῶναι πάντα τὰ ἐν τῇ γῇ,1688,LXX,2 Samuel (2 Regnorum),2 Samuel (2 Regnorum)
1442-1121,"καὶ ἔδωκαν οἱ Μειναῖοι δῶρα τῷ Ὀζείᾳ,","καὶ ἔδωκαν οἱ Μειναῖοι δῶρα τῷ Ὀζείᾳ ,",1442,LXX,2 Chronicles ,2 Chronicles
1566-953,"ἐξάξεις με ἐκ παγίδος ταύτης ἧς ἔκρυψάν μοι,","ἐξάξεις με ἐκ παγίδος ταύτης ἧς ἔκρυψάν μοι ,",1566,LXX,David,Psalms
1034-11,καὶ οὐκ ἤνεγκαν.,καὶ οὐκ ἤνεγκαν .,1034,LXX,Solomon,Psalms of Solomon
937-1767,ἑώρακα τὸν πάντα Ἰσραὴλ δεισπαρμένους ἐν τοῖς ὄρεσιν ὡς ποίμνιον ᾧ οὐκ ἔστι ποιμήν·,ἑώρακα τὸν πάντα Ἰσραὴλ δεισπαρμένους ἐν τοῖς ὄρεσιν ὡς ποίμνιον ᾧ οὐκ ἔστι ποιμήν ·,937,LXX,1 Kings (3 Regnorum) ,1 Kings (3 Regnorum) 
878-146,ἀνεβίβδασαν χοῦν ἐπὶ τὴν κεφαλὴν αὐτῶν,ἀνεβίβδασαν χοῦν ἐπὶ τὴν κεφαλὴν αὐτῶν,878,LXX,Jeremiah,Lamentations
1338-460,οὐκ ἀπέθανον,οὐκ ἀπέθανον,1338,LXX,Job,Job
1030-1113,καὶ ἀπέστησαν ἀπὸ τῆς σκηνῆς κόρε κύκλῳ·,καὶ ἀπέστησαν ἀπὸ τῆς σκηνῆς κόρε κύκλῳ ·,1030,LXX,Moses,Numbers
1566-1989,"ἀπηλλοτριώθησαν οἱ ἁμαρτωλοὶ ἀπὸ μήτρας, ἐπλανήθησαν ἀπὸ γαστρός, ἐλάλησαν ψεύδη.","ἀπηλλοτριώθησαν οἱ ἁμαρτωλοὶ ἀπὸ μήτρας , ἐπλανήθησαν ἀπὸ γαστρός , ἐλάλησαν ψεύδη .",1566,LXX,David,Psalms
1279-2063,", λαόν μου ὃν περιεποιησάμην τὰς ἀρετάς μου διηγεῖσθαι οὐ νῦν ἐκάλεσά σε, Ἰακώβ, οὐδὲ κοπιᾶσαί σε ἐποίησα, Ἰσραήλ",", λαόν μου ὃν περιεποιησάμην τὰς ἀρετάς μου διηγεῖσθαι οὐ νῦν ἐκάλεσά σε , Ἰακώβ , οὐδὲ κοπιᾶσαί σε ἐποίησα , Ἰσραήλ",1279,LXX,Isaiah ,Isaiah
1851-546,καὶ καταβήσονται πάντες οἱ παῖδές σου οὗτοι πρὸς μὲ καὶ προσκυνήσουσίν με λέγοντες σὺ καὶ πᾶς ὁ λαός σου οὗ σὺ ἀφηγῆ·,καὶ καταβήσονται πάντες οἱ παῖδές σου οὗτοι πρὸς μὲ καὶ προσκυνήσουσίν με λέγοντες σὺ καὶ πᾶς ὁ λαός σου οὗ σὺ ἀφηγῆ ·,1851,LXX,Moses,Exodus
1578-824,"δουλεύσει σοι ἓξ ἔτη, καὶ τῷ ἑβδόμῳ ποστελεῖς αὐτὸν ἐλεύθερον ἀπὸ σοῦ.","δουλεύσει σοι ἓξ ἔτη , καὶ τῷ ἑβδόμῳ ποστελεῖς αὐτὸν ἐλεύθερον ἀπὸ σοῦ .",1578,LXX,Moses,Deuteronomy 
1578-161,"πλὴν τὰ κτήνη ἐπρονομεύσαμεν καὶ τὰ σκῦλα τῶν πόλεων ἐλάβομεν,","πλὴν τὰ κτήνη ἐπρονομεύσαμεν καὶ τὰ σκῦλα τῶν πόλεων ἐλάβομεν ,",1578,LXX,Moses,Deuteronomy 
1915-660,καὶ οὐ μὴ εὐφρανθήσεται ἐν τοῖς χρήμασιν αὐτοῦ.,καὶ οὐ μὴ εὐφρανθήσεται ἐν τοῖς χρήμασιν αὐτοῦ .,1915,LXX,Ben Sira,Ecclesiasticus
1862-322,"καὶ ἐν τῷ διαρρῆξαί με τὰ ἱμάτιά μου καὶ ἐπαλλόμην, καὶ κλίνω ἐπὶ τὰ γόνατά μου καὶ ἐκπετάζω χεῖράς μου πρὸς τὸν θεόν,","καὶ ἐν τῷ διαρρῆξαί με τὰ ἱμάτιά μου καὶ ἐπαλλόμην , καὶ κλίνω ἐπὶ τὰ γόνατά μου καὶ ἐκπετάζω χεῖράς μου πρὸς τὸν θεόν ,",1862,LXX,2 Esdras,2 Esdras
1297-2973,"καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν,","καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν ,",1297,LXX,Isaiah ,Isaiah (Richard Rusden Ottley)
1566-3648,", δυνατοὶ ἰσχύι",", δυνατοὶ ἰσχύι",1566,LXX,David,Psalms
1236-156,"καὶ σὺ λάβε σεαυτῷ πυροὺς καὶ κριθὰς καὶ κύαμον καὶ φακὸν καὶ κέγχρον καὶ ὄλυραν, καὶ ἐμβαλεῖς αὐτὰ εἰς ἄγγος ἕν ὀστράκινον,","καὶ σὺ λάβε σεαυτῷ πυροὺς καὶ κριθὰς καὶ κύαμον καὶ φακὸν καὶ κέγχρον καὶ ὄλυραν , καὶ ἐμβαλεῖς αὐτὰ εἰς ἄγγος ἕν ὀστράκινον ,",1236,LXX,Ezekiel ,Ezekiel
1641-400,"καὶ ἐνεπλήσθησαν εἰς πλησμομήν, καὶ ὑψώθησαν αἱ καρδίαι αὐτῶν,","καὶ ἐνεπλήσθησαν εἰς πλησμομήν , καὶ ὑψώθησαν αἱ καρδίαι αὐτῶν ,",1641,LXX,Hosea ,Hosea
1030-507,"τὸ δῶρον αὐτοῦ τρύβλιον ἀργυροῦν ἕν,","τὸ δῶρον αὐτοῦ τρύβλιον ἀργυροῦν ἕν ,",1030,LXX,Moses,Numbers
1006-3004,υἱοὶ δὲ Δάν·,υἱοὶ δὲ Δάν ·,1006,LXX,Moses,Genesis
1587-1144,καὶ αἷμα ἀθῷον μὴ ἐκχέητε ἐν τῷ τόπῳ τούτῳ.,καὶ αἷμα ἀθῷον μὴ ἐκχέητε ἐν τῷ τόπῳ τούτῳ .,1587,LXX,Jeremiah ,Jeremiah
1236-2490,"εἰς τὴν ἐξέδραν τῶν ἁγίων τῶν ἱερέων τὴν βλέπουσαν πρὸς βορρᾶν, καὶ ἰδοὺ τόπος ἐκεῖ κεχαρισμένος.","εἰς τὴν ἐξέδραν τῶν ἁγίων τῶν ἱερέων τὴν βλέπουσαν πρὸς βορρᾶν , καὶ ἰδοὺ τόπος ἐκεῖ κεχαρισμένος .",1236,LXX,Ezekiel ,Ezekiel
1784-186,ὦ ἄνδρες.,ὦ ἄνδρες .,1784,LXX,1 Esdras,1 Esdras
1279-1815,"ὕψωσον τῇ ἰσχύι τὴν φωνήν σου,","ὕψωσον τῇ ἰσχύι τὴν φωνήν σου ,",1279,LXX,Isaiah ,Isaiah
1030-1178,κοὶ ἡ ῥάβδος Ἀαρὼν ἀνὰ μέσον τῶν ῥάβδων αὐτῶν·,κοὶ ἡ ῥάβδος Ἀαρὼν ἀνὰ μέσον τῶν ῥάβδων αὐτῶν ·,1030,LXX,Moses,Numbers
1851-2245,οὖτος ἐποίησεν καὶ τοὺς πασσάλους τῆς αὐλῆς χαλκοῦς.,οὖτος ἐποίησεν καὶ τοὺς πασσάλους τῆς αὐλῆς χαλκοῦς .,1851,LXX,Moses,Exodus
1252-144,ὅτι παρεκλήθη Κύριος ἀπὸ τοῦ στεναγμοῦ αὐτῶν ἀπὸ προσώπου τῶν πολιορκούντων αὐτοὺς καὶ ἐκθλιβόντων αὐτούς.,ὅτι παρεκλήθη Κύριος ἀπὸ τοῦ στεναγμοῦ αὐτῶν ἀπὸ προσώπου τῶν πολιορκούντων αὐτοὺς καὶ ἐκθλιβόντων αὐτούς .,1252,LXX,Judges ,Judges 
