sent_id,text,tokens,doc_id,doc_group,author,title
43-2426,"ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετʼ αἰγίδα θυσσανόεσσαν δεινήν, ἣν περὶ μὲν πάντῃ Φόβος ἐστεφάνωται,","ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετʼ αἰγίδα θυσσανόεσσαν δεινήν , ἣν περὶ μὲν πάντῃ Φόβος ἐστεφάνωται ,",43,Epoi,Homer,The Iliad
191-759,τοὶ δʼ ἅμʼ ἕποντο.,τοὶ δʼ ἅμʼ ἕποντο .,191,Epoi,Homer,The Odyssey
191-694,"ἐν δὲ γυνὴ ταμίη νύκτας τε καὶ ἦμαρ ἔσχʼ, ἣ πάντʼ ἐφύλασσε νόου πολυϊδρείῃσιν, Εὐρύκλειʼ, Ὦπος θυγάτηρ Πεισηνορίδαο.","ἐν δὲ γυνὴ ταμίη νύκτας τε καὶ ἦμαρ ἔσχʼ , ἣ πάντʼ ἐφύλασσε νόου πολυϊδρείῃσιν , Εὐρύκλειʼ , Ὦπος θυγάτηρ Πεισηνορίδαο .",191,Epoi,Homer,The Odyssey
191-2788,", οἵδε δὲ σὸν μῦθον ποτιδέγμενοι ἰσχανόωνται.",", οἵδε δὲ σὸν μῦθον ποτιδέγμενοι ἰσχανόωνται .",191,Epoi,Homer,The Odyssey
191-6882,φρεσὶ γὰρ κέχρητʼ ἀγαθῇσιν·,φρεσὶ γὰρ κέχρητʼ ἀγαθῇσιν ·,191,Epoi,Homer,The Odyssey
191-7341,"εἴ οἱ τόσσον ἅπαντες ὀρέξειαν μνηστῆρες, καί κέν μιν τρεῖς μῆνας ἀπόπροθεν οἶκος ἐρύκοι.","εἴ οἱ τόσσον ἅπαντες ὀρέξειαν μνηστῆρες , καί κέν μιν τρεῖς μῆνας ἀπόπροθεν οἶκος ἐρύκοι .",191,Epoi,Homer,The Odyssey
43-5160,αὐτὰρ Ἀχιλλεὺς οἶος τῆς ἀρετῆς ἀπονήσεται·,αὐτὰρ Ἀχιλλεὺς οἶος τῆς ἀρετῆς ἀπονήσεται ·,43,Epoi,Homer,The Iliad
43-8327,τὸν μὲν ἐγὼ θρέψασα φυτὸν ὣς γουνῷ ἀλωῆς νηυσὶν ἐπιπροέηκα κορωνίσιν Ἴλιον εἴσω Τρωσὶ μαχησόμενον·,τὸν μὲν ἐγὼ θρέψασα φυτὸν ὣς γουνῷ ἀλωῆς νηυσὶν ἐπιπροέηκα κορωνίσιν Ἴλιον εἴσω Τρωσὶ μαχησόμενον ·,43,Epoi,Homer,The Iliad
191-587,"νοστήσας δὴ ἔπειτα φίλην ἐς πατρίδα γαῖαν σῆμά τέ οἱ χεύω καὶ ἐπὶ κτέρεα κτερεΐξω πολλὰ μάλʼ, ὅσσα ἔοικε, καὶ ἀνέρι μητέρα δώσω.","νοστήσας δὴ ἔπειτα φίλην ἐς πατρίδα γαῖαν σῆμά τέ οἱ χεύω καὶ ἐπὶ κτέρεα κτερεΐξω πολλὰ μάλʼ , ὅσσα ἔοικε , καὶ ἀνέρι μητέρα δώσω .",191,Epoi,Homer,The Odyssey
43-6991,"τῶν ὕπερ ἐνθάδʼ ἐγὼ γουνάζομαι οὐ παρεόντων ἑστάμεναι κρατερῶς,","τῶν ὕπερ ἐνθάδʼ ἐγὼ γουνάζομαι οὐ παρεόντων ἑστάμεναι κρατερῶς ,",43,Epoi,Homer,The Iliad
191-6233,αἰετὸς,αἰετὸς,191,Epoi,Homer,The Odyssey
537-297,",",",",537,Epoi,Hesiod,Works and Days
43-9896,μέμβλετο γάρ οἱ τεῖχος ἐϋδμήτοιο πόληος μὴ Δαναοὶ πέρσειαν ὑπὲρ μόρον ἤματι κείνῳ.,μέμβλετο γάρ οἱ τεῖχος ἐϋδμήτοιο πόληος μὴ Δαναοὶ πέρσειαν ὑπὲρ μόρον ἤματι κείνῳ .,43,Epoi,Homer,The Iliad
43-11582,"τὸν δʼ ἐπεὶ οὖν δμῳαὶ λοῦσαν καὶ χρῖσαν ἐλαίῳ, ἀμφὶ δέ μιν φᾶρος καλὸν βάλον ἠδὲ χιτῶνα, αὐτὸς τόν γʼ Ἀχιλεὺς λεχέων ἐπέθηκεν ἀείρας,","τὸν δʼ ἐπεὶ οὖν δμῳαὶ λοῦσαν καὶ χρῖσαν ἐλαίῳ , ἀμφὶ δέ μιν φᾶρος καλὸν βάλον ἠδὲ χιτῶνα , αὐτὸς τόν γʼ Ἀχιλεὺς λεχέων ἐπέθηκεν ἀείρας ,",43,Epoi,Homer,The Iliad
43-6457,Ἀργείοισι δʼ ἄχος γένετʼ εὐξαμένοιο·,Ἀργείοισι δʼ ἄχος γένετʼ εὐξαμένοιο ·,43,Epoi,Homer,The Iliad
43-2347,δούπησεν δὲ πεσών·,δούπησεν δὲ πεσών ·,43,Epoi,Homer,The Iliad
191-6941,.,.,191,Epoi,Homer,The Odyssey
43-3320,ὣς εἰπὼν ἵπποισιν ἐκέκλετο φώνησέν τε·,ὣς εἰπὼν ἵπποισιν ἐκέκλετο φώνησέν τε ·,43,Epoi,Homer,The Iliad
43-7910,.,.,43,Epoi,Homer,The Iliad
191-8833,πρότεροι γὰρ ἀεικέα μηχανόωντο.,πρότεροι γὰρ ἀεικέα μηχανόωντο .,191,Epoi,Homer,The Odyssey
731-2613,"ὦ φίλαι, ἦ μέγα δή τι παρήλιτον,","ὦ φίλαι , ἦ μέγα δή τι παρήλιτον ,",731,Epoi,Apollonius Rhodius,Argonautica
80-168,θύσανοι δὲ κατῃωρεῦντο φαεινοὶ χρύσειοι·,θύσανοι δὲ κατῃωρεῦντο φαεινοὶ χρύσειοι ·,80,Epoi,Hesiod,Shield of Heracles
138-213,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν·,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν ·,138,Epoi,Colluthus,Rape of Helen
731-954,"ἔνθʼ ἀπὸ Τυνδαρίδης μὲν ἐύστιπτον θέτο φᾶρος λεπταλέον, τό ῥά οἵ τις ἑὸν ξεινήιον εἶναι ὤπασε Λημνιάδων·","ἔνθʼ ἀπὸ Τυνδαρίδης μὲν ἐύστιπτον θέτο φᾶρος λεπταλέον , τό ῥά οἵ τις ἑὸν ξεινήιον εἶναι ὤπασε Λημνιάδων ·",731,Epoi,Apollonius Rhodius,Argonautica
731-2495,"πολλὰ γὰρ Αἰσονίδαο πόθῳ μελεδήματʼ ἔγειρεν δειδυῖαν ταύρων κρατερὸν μένος, οἷσιν ἔμελλεν φθίσθαι ἀεικελίῃ μοίρῃ κατὰ νειὸν Ἄρηος.","πολλὰ γὰρ Αἰσονίδαο πόθῳ μελεδήματʼ ἔγειρεν δειδυῖαν ταύρων κρατερὸν μένος , οἷσιν ἔμελλεν φθίσθαι ἀεικελίῃ μοίρῃ κατὰ νειὸν Ἄρηος .",731,Epoi,Apollonius Rhodius,Argonautica
191-4949,ἄπο,ἄπο,191,Epoi,Homer,The Odyssey
43-11477,οὐδʼ,οὐδʼ,43,Epoi,Homer,The Iliad
43-2449,"ὅσσον δʼ ἠεροειδὲς ἀνὴρ ἴδεν ὀφθαλμοῖσιν ἥμενος ἐν σκοπιῇ, λεύσσων ἐπὶ οἴνοπα πόντον, τόσσον ἐπιθρῴσκουσι θεῶν ὑψηχέες ἵπποι.","ὅσσον δʼ ἠεροειδὲς ἀνὴρ ἴδεν ὀφθαλμοῖσιν ἥμενος ἐν σκοπιῇ , λεύσσων ἐπὶ οἴνοπα πόντον , τόσσον ἐπιθρῴσκουσι θεῶν ὑψηχέες ἵπποι .",43,Epoi,Homer,The Iliad
242-383,"Ἰαπετιονίδη, πάντων ἀριδείκετʼ ἀνάκτων, ὦ πέπον","Ἰαπετιονίδη , πάντων ἀριδείκετʼ ἀνάκτων , ὦ πέπον",242,Epoi,Hesiod,Theogony
191-8823,"ἀλλʼ εἴ μοί τι πίθοιο, τό κεν πολὺ κέρδιον εἴη·","ἀλλʼ εἴ μοί τι πίθοιο , τό κεν πολὺ κέρδιον εἴη ·",191,Epoi,Homer,The Odyssey
191-4812,ἦ τοι ὁ μὲν σκηριπτόμενος χερσίν τε ποσίν τε λᾶαν ἄνω ὤθεσκε ποτὶ λόφον·,ἦ τοι ὁ μὲν σκηριπτόμενος χερσίν τε ποσίν τε λᾶαν ἄνω ὤθεσκε ποτὶ λόφον ·,191,Epoi,Homer,The Odyssey
191-6773,", μειλιχίοις ἐπέεσσι παραυδῶν·",", μειλιχίοις ἐπέεσσι παραυδῶν ·",191,Epoi,Homer,The Odyssey
731-1108,Ἴσκεν Ἀγηνορίδης·,Ἴσκεν Ἀγηνορίδης ·,731,Epoi,Apollonius Rhodius,Argonautica
242-263,"τρὶς γὰρ χίλιαί εἰσι τανύσφυροι Ὠκεανῖναι, αἵ ῥα πολυσπερέες γαῖαν καὶ βένθεα λίμνης πάντη ὁμῶς ἐφέπουσι, θεάων ἀγλαὰ τέκνα","τρὶς γὰρ χίλιαί εἰσι τανύσφυροι Ὠκεανῖναι , αἵ ῥα πολυσπερέες γαῖαν καὶ βένθεα λίμνης πάντη ὁμῶς ἐφέπουσι , θεάων ἀγλαὰ τέκνα",242,Epoi,Hesiod,Theogony
191-3067,νέοι.,νέοι .,191,Epoi,Homer,The Odyssey
191-2757,",",",",191,Epoi,Homer,The Odyssey
43-1050,λαοὶ δὲ παρὰ ῥηγμῖνι θαλάσσης δίσκοισιν τέρποντο καὶ αἰγανέῃσιν ἱέντες τόξοισίν θʼ·,λαοὶ δὲ παρὰ ῥηγμῖνι θαλάσσης δίσκοισιν τέρποντο καὶ αἰγανέῃσιν ἱέντες τόξοισίν θʼ ·,43,Epoi,Homer,The Iliad
191-2887,ἀέκοντα δέ σʼ οὔ τις ἐρύξει Φαιήκων·,ἀέκοντα δέ σʼ οὔ τις ἐρύξει Φαιήκων ·,191,Epoi,Homer,The Odyssey
43-364,"ὣς εἰπὼν ἐν χερσὶ τίθει,","ὣς εἰπὼν ἐν χερσὶ τίθει ,",43,Epoi,Homer,The Iliad
731-3860,·,·,731,Epoi,Apollonius Rhodius,Argonautica
242-504,ἀμφὶ δὲ γαῖα σμερδαλέον κονάβησε καὶ οὐρανὸς εὐρὺς ὕπερθε πόντος τʼ Ὠκεανοῦ τε ῥοαὶ καὶ Τάρταρα γαίης.,ἀμφὶ δὲ γαῖα σμερδαλέον κονάβησε καὶ οὐρανὸς εὐρὺς ὕπερθε πόντος τʼ Ὠκεανοῦ τε ῥοαὶ καὶ Τάρταρα γαίης .,242,Epoi,Hesiod,Theogony
43-8383,ἀλλά τοι ἔντεα καλὰ μετὰ Τρώεσσιν ἔχονται χάλκεα μαρμαίροντα·,ἀλλά τοι ἔντεα καλὰ μετὰ Τρώεσσιν ἔχονται χάλκεα μαρμαίροντα ·,43,Epoi,Homer,The Iliad
191-8385,ὁππότʼ ἂν ἄλλας δμῳὰς ἐν μεγάροισιν ἐμοῖς κτείνωμι γυναῖκας.,ὁππότʼ ἂν ἄλλας δμῳὰς ἐν μεγάροισιν ἐμοῖς κτείνωμι γυναῖκας .,191,Epoi,Homer,The Odyssey
731-2537,"ἥτις κηδομένη τόσον ἀνέρος ἀλλοδαποῖο κάτθανεν, ἥτις δῶμα καὶ οὓς ᾔσχυνε τοκῆας,","ἥτις κηδομένη τόσον ἀνέρος ἀλλοδαποῖο κάτθανεν , ἥτις δῶμα καὶ οὓς ᾔσχυνε τοκῆας ,",731,Epoi,Apollonius Rhodius,Argonautica
191-1141,"περὶ δʼ υἷες ἀολλέες ἠγερέθοντο ἐκ θαλάμων ἐλθόντες, Ἐχέφρων τε Στρατίος τε Περσεύς τʼ Ἄρητός τε καὶ ἀντίθεος Θρασυμήδης.","περὶ δʼ υἷες ἀολλέες ἠγερέθοντο ἐκ θαλάμων ἐλθόντες , Ἐχέφρων τε Στρατίος τε Περσεύς τʼ Ἄρητός τε καὶ ἀντίθεος Θρασυμήδης .",191,Epoi,Homer,The Odyssey
731-1,"ἀρχόμενος σέο, Φοῖβε, παλαιγενέων κλέα φωτῶν μνήσομαι, οἳ Πόντοιο κατὰ στόμα καὶ διὰ πέτρας Κυανέας βασιλῆος ἐφημοσύνῃ Πελίαο χρύσειον μετὰ κῶας ἐύζυγον ἤλασαν Ἀργώ.","ἀρχόμενος σέο , Φοῖβε , παλαιγενέων κλέα φωτῶν μνήσομαι , οἳ Πόντοιο κατὰ στόμα καὶ διὰ πέτρας Κυανέας βασιλῆος ἐφημοσύνῃ Πελίαο χρύσειον μετὰ κῶας ἐύζυγον ἤλασαν Ἀργώ .",731,Epoi,Apollonius Rhodius,Argonautica
43-3655,δαίνυ δαῖτα γέρουσιν·,δαίνυ δαῖτα γέρουσιν ·,43,Epoi,Homer,The Iliad
43-6172,"οὐ γάρ τις νέμεσις φυγέειν κακόν,","οὐ γάρ τις νέμεσις φυγέειν κακόν ,",43,Epoi,Homer,The Iliad
191-3808,ἐκλύσθη δὲ θάλασσα κατερχομένης ὑπὸ πέτρης·,ἐκλύσθη δὲ θάλασσα κατερχομένης ὑπὸ πέτρης ·,191,Epoi,Homer,The Odyssey
43-1004,"τῶν ἦρχʼ Ἀδμήτοιο φίλος πάϊς ἕνδεκα νηῶν Εὔμηλος, τὸν ὑπʼ Ἀδμήτῳ τέκε δῖα γυναικῶν Ἄλκηστις Πελίαο θυγατρῶν εἶδος ἀρίστη.","τῶν ἦρχʼ Ἀδμήτοιο φίλος πάϊς ἕνδεκα νηῶν Εὔμηλος , τὸν ὑπʼ Ἀδμήτῳ τέκε δῖα γυναικῶν Ἄλκηστις Πελίαο θυγατρῶν εἶδος ἀρίστη .",43,Epoi,Homer,The Iliad
191-2300,ὀχθήσας δʼ ἄρα εἶπε πρὸς ὃν μεγαλήτορα θυμόν·,ὀχθήσας δʼ ἄρα εἶπε πρὸς ὃν μεγαλήτορα θυμόν ·,191,Epoi,Homer,The Odyssey
43-6690,σοὶ δʼ αὐτῷ μελέτω ἑκατηβόλε φαίδιμος Ἕκτωρ·,σοὶ δʼ αὐτῷ μελέτω ἑκατηβόλε φαίδιμος Ἕκτωρ ·,43,Epoi,Homer,The Iliad
191-9324,ἀγχοῦ δʼ ἱστάμενος ἔπεα πτερόεντα προσηύδα·,ἀγχοῦ δʼ ἱστάμενος ἔπεα πτερόεντα προσηύδα ·,191,Epoi,Homer,The Odyssey
731-3267,"αὐτὰρ ἐπεί τʼ Ἄγγουρον ὄρος, καὶ ἄπωθεν ἐόντα Ἀγγούρου ὄρεος σκόπελον πάρα Καυλιακοῖο, ᾧ πέρι δὴ σχίζων Ἴστρος ῥόον ἔνθα καὶ ἔνθα βάλλει ἁλός, πεδίον τε τὸ Λαύριον ἠμείψαντο, δή ῥα τότε Κρονίην Κόλχοι ἅλαδʼ ἐκπρομολόντες πάντῃ, μή σφε λάθοιεν, ὑπετμήξαντο κελεύθους.","αὐτὰρ ἐπεί τʼ Ἄγγουρον ὄρος , καὶ ἄπωθεν ἐόντα Ἀγγούρου ὄρεος σκόπελον πάρα Καυλιακοῖο , ᾧ πέρι δὴ σχίζων Ἴστρος ῥόον ἔνθα καὶ ἔνθα βάλλει ἁλός , πεδίον τε τὸ Λαύριον ἠμείψαντο , δή ῥα τότε Κρονίην Κόλχοι ἅλαδʼ ἐκπρομολόντες πάντῃ , μή σφε λάθοιεν , ὑπετμήξαντο κελεύθους .",731,Epoi,Apollonius Rhodius,Argonautica
43-9200,ὄφρα νέμηαι αἴ κεν ἐμὲ κτείνῃς,ὄφρα νέμηαι αἴ κεν ἐμὲ κτείνῃς,43,Epoi,Homer,The Iliad
43-8868,ἔπειτα δὲ πολλὸν ἀάσθη.,ἔπειτα δὲ πολλὸν ἀάσθη .,43,Epoi,Homer,The Iliad
731-4326,"ἔνθα δʼ ἀοιδῇσιν μειλίσσετο,","ἔνθα δʼ ἀοιδῇσιν μειλίσσετο ,",731,Epoi,Apollonius Rhodius,Argonautica
43-451,ἀλλʼ ὃν μέν κʼ ἐπιεικὲς ἀκουέμεν οὔ τις ἔπειτα οὔτε θεῶν πρότερος τὸν εἴσεται οὔτʼ ἀνθρώπων·,ἀλλʼ ὃν μέν κʼ ἐπιεικὲς ἀκουέμεν οὔ τις ἔπειτα οὔτε θεῶν πρότερος τὸν εἴσεται οὔτʼ ἀνθρώπων ·,43,Epoi,Homer,The Iliad
43-7519,χώρησαν δʼ ὑπό τε πρόμαχοι καὶ φαίδιμος Ἕκτωρ.,χώρησαν δʼ ὑπό τε πρόμαχοι καὶ φαίδιμος Ἕκτωρ .,43,Epoi,Homer,The Iliad
191-6018,αὐτὰρ ἄη Ζέφυρος μέγας αἰὲν ἔφυδρος.,αὐτὰρ ἄη Ζέφυρος μέγας αἰὲν ἔφυδρος .,191,Epoi,Homer,The Odyssey
43-11688,πρῶται τόν γʼ ἄλοχός τε φίλη καὶ πότνια μήτηρ τιλλέσθην ἐπʼ ἄμαξαν ἐΰτροχον ἀΐξασαι ἁπτόμεναι κεφαλῆς·,πρῶται τόν γʼ ἄλοχός τε φίλη καὶ πότνια μήτηρ τιλλέσθην ἐπʼ ἄμαξαν ἐΰτροχον ἀΐξασαι ἁπτόμεναι κεφαλῆς ·,43,Epoi,Homer,The Iliad
191-1997,"οὐδὲ δὴν ἦεν ἄπυστος Ζεύς, ὅς μιν κατέπεφνε βαλὼν ἀργῆτι κεραυνῷ.","οὐδὲ δὴν ἦεν ἄπυστος Ζεύς , ὅς μιν κατέπεφνε βαλὼν ἀργῆτι κεραυνῷ .",191,Epoi,Homer,The Odyssey
191-1219,"ξείνω δή τινε τώδε, διοτρεφὲς ὦ Μενέλαε, ἄνδρε δύω","ξείνω δή τινε τώδε , διοτρεφὲς ὦ Μενέλαε , ἄνδρε δύω",191,Epoi,Homer,The Odyssey
43-10269,κεῖται πὰρ νήεσσι νέκυς ἄκλαυτος ἄθαπτος Πάτροκλος·,κεῖται πὰρ νήεσσι νέκυς ἄκλαυτος ἄθαπτος Πάτροκλος ·,43,Epoi,Homer,The Iliad
191-7185,"αὐτὰρ ὁ βῆ,","αὐτὰρ ὁ βῆ ,",191,Epoi,Homer,The Odyssey
731-1421,"ἀλλʼ ἵληθι ἄναξ,","ἀλλʼ ἵληθι ἄναξ ,",731,Epoi,Apollonius Rhodius,Argonautica
191-9200,"ἤ ῥά νύ που τοιαῦτα καὶ αὐτῷ οἴκοθι κεῖται ἢ ὅ γʼ ἐφορμᾶται ποιησέμεν,","ἤ ῥά νύ που τοιαῦτα καὶ αὐτῷ οἴκοθι κεῖται ἢ ὅ γʼ ἐφορμᾶται ποιησέμεν ,",191,Epoi,Homer,The Odyssey
191-2332,"καὶ νηοὺς ποίησε θεῶν, καὶ ἐδάσσατʼ ἀρούρας.","καὶ νηοὺς ποίησε θεῶν , καὶ ἐδάσσατʼ ἀρούρας .",191,Epoi,Homer,The Odyssey
731-4117,;,;,731,Epoi,Apollonius Rhodius,Argonautica
191-7346,τάχα δὴ καὶ ἔμελλεν Ὀδυσσεὺς αὖτις ἐπʼ οὐδὸν ἰὼν προικὸς γεύσεσθαι Ἀχαιῶν·,τάχα δὴ καὶ ἔμελλεν Ὀδυσσεὺς αὖτις ἐπʼ οὐδὸν ἰὼν προικὸς γεύσεσθαι Ἀχαιῶν ·,191,Epoi,Homer,The Odyssey
80-75,ἣ δʼ οὐ παλινάγρετός ἐστιν.,ἣ δʼ οὐ παλινάγρετός ἐστιν .,80,Epoi,Hesiod,Shield of Heracles
191-3027,", ἀρχὸς ναυτάων οἵ τε πρηκτῆρες ἔασιν",", ἀρχὸς ναυτάων οἵ τε πρηκτῆρες ἔασιν",191,Epoi,Homer,The Odyssey
43-1056,ὅθι φασὶ Τυφωέος ἔμμεναι εὐνάς·,ὅθι φασὶ Τυφωέος ἔμμεναι εὐνάς ·,43,Epoi,Homer,The Iliad
191-8826,ὣς ἔφασαν μνηστῆρες·,ὣς ἔφασαν μνηστῆρες ·,191,Epoi,Homer,The Odyssey
43-3458,οὐδέ κεν ἐς δεκάτους περιτελλομένους ἐνιαυτοὺς ἕλκεʼ ἀπαλθήσεσθον,οὐδέ κεν ἐς δεκάτους περιτελλομένους ἐνιαυτοὺς ἕλκεʼ ἀπαλθήσεσθον,43,Epoi,Homer,The Iliad
43-9431,ἀλλὰ μάλʼ ἐμμεμαώς·,ἀλλὰ μάλʼ ἐμμεμαώς ·,43,Epoi,Homer,The Iliad
731-3422,"τύμβος ἵνʼ Ἁρμονίης Κάδμοιό τε, πύργον ἔδειμαν, ἀνδράσιν Ἐγχελέεσσιν ἐφέστιοι·","τύμβος ἵνʼ Ἁρμονίης Κάδμοιό τε , πύργον ἔδειμαν , ἀνδράσιν Ἐγχελέεσσιν ἐφέστιοι ·",731,Epoi,Apollonius Rhodius,Argonautica
43-555,εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο·,εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο ·,43,Epoi,Homer,The Iliad
191-5047,"ἐμὲ δὲ φθέγγοντο καλεῦντες ἐξονομακλήδην,","ἐμὲ δὲ φθέγγοντο καλεῦντες ἐξονομακλήδην ,",191,Epoi,Homer,The Odyssey
43-731,"παρὰ δὲ γλαυκῶπις Ἀθήνη εἰδομένη κήρυκι σιωπᾶν λαὸν ἀνώγει, ὡς ἅμα θʼ οἳ πρῶτοί τε καὶ ὕστατοι υἷες Ἀχαιῶν μῦθον ἀκούσειαν καὶ ἐπιφρασσαίατο βουλήν·","παρὰ δὲ γλαυκῶπις Ἀθήνη εἰδομένη κήρυκι σιωπᾶν λαὸν ἀνώγει , ὡς ἅμα θʼ οἳ πρῶτοί τε καὶ ὕστατοι υἷες Ἀχαιῶν μῦθον ἀκούσειαν καὶ ἐπιφρασσαίατο βουλήν ·",43,Epoi,Homer,The Iliad
43-242,τῶν δʼ ἄλλων ἅ μοί ἐστι θοῇ παρὰ νηῒ μελαίνῃ τῶν οὐκ ἄν τι φέροις ἀνελὼν ἀέκοντος ἐμεῖο·,τῶν δʼ ἄλλων ἅ μοί ἐστι θοῇ παρὰ νηῒ μελαίνῃ τῶν οὐκ ἄν τι φέροις ἀνελὼν ἀέκοντος ἐμεῖο ·,43,Epoi,Homer,The Iliad
191-6583,ἐκέλευσε δʼ ἑταίρους αὐτούς τʼ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι.,ἐκέλευσε δʼ ἑταίρους αὐτούς τʼ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι .,191,Epoi,Homer,The Odyssey
43-10561,"Ποσειδάων δὲ πόρʼ αὐτοὺς πατρὶ ἐμῷ Πηλῆϊ,","Ποσειδάων δὲ πόρʼ αὐτοὺς πατρὶ ἐμῷ Πηλῆϊ ,",43,Epoi,Homer,The Iliad
191-8466,μηκέτι νῦν ἀνάβαλλε δόμοις ἔνι τοῦτον ἄεθλον·,μηκέτι νῦν ἀνάβαλλε δόμοις ἔνι τοῦτον ἄεθλον ·,191,Epoi,Homer,The Odyssey
43-11598,", ἓξ δʼ υἱέες ἡβώοντες",", ἓξ δʼ υἱέες ἡβώοντες",43,Epoi,Homer,The Iliad
43-10999,"ἀλλʼ ὅτε δὴ τάχʼ ἔμελλον ἐπαΐξασθαι ἄεθλον, ἔνθʼ Αἴας μὲν ὄλισθε θέων,","ἀλλʼ ὅτε δὴ τάχʼ ἔμελλον ἐπαΐξασθαι ἄεθλον , ἔνθʼ Αἴας μὲν ὄλισθε θέων ,",43,Epoi,Homer,The Iliad
43-9835,νηπύτιʼ ὡς ἄνοον κραδίην ἔχες·,νηπύτιʼ ὡς ἄνοον κραδίην ἔχες ·,43,Epoi,Homer,The Iliad
